year,Loss,tmin6
1931,321.2568991,17.84728812
1948,316.9557675,16.45353009
1999,395.1638978,18.38810674
1998,405.0494952,18.68404617
1993,341.5168608,16.74051049
2011,378.2413633,19.61367574
2013,335.3056477,18.09966617
2004,322.6153658,16.85165358
2015,340.7151201,19.04735362
1961,195.5686316,14.6214218
1932,149.5953655,17.00331624
1930,221.1768194,15.23437786
1966,204.4033192,14.63898791
1938,188.5628229,16.12362855
1976,187.3070624,15.45934737
1970,222.6475623,16.17348972
1994,171.4988527,17.58401505
1993,187.620778,16.19412856
2002,210.4126178,18.31544088
2010,223.5468259,19.17142592
2006,199.3407744,16.19007467
2013,194.2617222,17.03508224
1991,277.358006,17.92747161
1969,258.1220947,13.84014611
1953,299.7632164,18.76292545
1973,276.5616817,16.81085786
1932,232.7485186,16.82905866
1956,278.3352238,17.05951987
1935,345.4926811,14.56185899
1929,279.651294,14.93904332
1992,259.9319878,14.01004817
2000,264.4035275,15.3923966
1994,250.9781875,17.42851301
2018,269.2230118,18.49149566
2014,257.144539,17.19711847
2004,241.455875,14.95396793
2013,289.2179365,16.6638941
1945,304.8700741,15.1112289
1946,262.5683139,16.37337646
1984,306.2380068,18.29709465
1956,278.9729032,16.40841987
1928,228.0476693,13.74325961
1968,264.5846126,16.77797157
1992,240.3747652,14.34359157
2012,393.7729897,15.64650902
2007,262.0828482,17.13412497
1965,165.6341217,14.59466543
1946,189.4032599,14.52566186
1969,167.8930793,13.11302793
1930,224.2681767,14.83617133
1982,167.9191414,11.95609857
1978,184.7952057,14.80890984
1936,310.3378408,13.59870657
1979,167.4971887,14.93375487
1997,200.9287963,14.99114244
2006,189.7667786,14.69631357
2005,246.3409573,17.16578816
1951,254.8412194,12.73652195
1937,259.3194742,13.75386117
1986,248.3119136,13.38401502
1953,246.1182292,14.88423577
1958,249.397525,11.87659299
1991,264.5188551,15.63322531
1950,263.1044146,13.44710054
1979,242.9929239,13.44054945
1948,247.0532157,13.09860041
1931,256.4313213,15.80807072
2003,251.0571238,12.63642386
2000,254.5436326,13.6775744
1997,257.0178306,13.96934523
1998,246.3592763,14.38250436
1995,266.2551193,15.2746412
2014,248.1503351,15.2915087
2006,247.2293127,13.58453955
1934,338.4916996,18.51443976
1952,204.3392388,18.68378957
1970,298.9327309,15.77855631
1991,225.7948208,17.64738114
1957,210.3802716,16.41554207
1961,214.1150148,14.36252613
1941,126.6453077,16.76564234
1996,208.4548899,16.1011856
2002,258.9432019,17.25643026
2011,254.7602056,16.80962623
1975,237.4612292,16.6015873
1988,339.5755419,14.92634943
1958,272.8793539,13.18418879
1963,238.5461393,14.50605644
1936,334.7237021,13.61104994
1989,267.1205868,15.90605383
1946,263.9008622,15.63884071
1941,237.5197315,16.05083801
1933,356.2593427,17.13032316
2006,259.7223364,15.57179407
2013,270.6428617,16.43500757
2016,252.5315639,17.07337656
1991,193.9917327,17.95681074
1948,172.4184614,15.31998687
1973,169.1210271,16.34174193
1963,176.6474186,15.99522528
1957,211.862964,15.89684973
1928,129.2863843,13.56421599
1929,160.7509047,14.26523723
1987,212.7612467,17.31394002
1926,158.8655763,13.23530423
1993,235.3092073,15.35648088
2003,171.7527864,14.03837217
1992,173.5417186,14.08588159
2001,187.2168837,14.80642367
1994,140.5105033,16.67546809
2005,226.1297438,17.56299017
2004,159.5263237,15.0187058
2017,140.5525146,15.79409986
2014,170.0060699,16.68842467
1956,358.3372412,17.10994033
1939,351.480923,18.24758978
1961,349.3239688,15.24724604
1941,416.2396774,17.45329241
1931,332.8519985,18.02376062
1985,361.1085995,16.65377679
1960,372.2994397,16.4323713
1929,360.0306287,15.55464551
1942,353.2755063,17.95433786
1958,364.4044841,15.80859791
1975,362.0339118,17.84194389
1926,357.7614495,14.83815825
2003,385.8853158,15.13045645
1998,372.0060019,18.42468286
2000,364.9630295,17.14822714
2011,396.2254055,19.1456397
1956,345.7400253,16.62718869
1953,481.4588636,19.53899876
1966,358.9255368,14.83461471
1981,325.0119948,18.5497402
1959,373.6120376,16.5300324
