year,Loss,tmin6,dpt6,dpt11,tmax12,dpt12,tmin6_2,dpt6_2,dpt11_2,tmax12_2,dpt12_2,tmin6_dpt6,tmin6_dpt11,tmin6_tmax12,tmin6_dpt12,dpt6_dpt11,dpt6_tmax12,dpt6_dpt12,dpt11_tmax12,dpt11_dpt12,tmax12_dpt12
1970,437.7910731,17.37337525,16.74676774,0.529208123,5.073009212,-3.997310827,301.8341674,280.4542299,0.280061237,25.73542246,15.97849385,290.9478802,9.194131299,88.13529266,-69.44678098,8.862525519,84.95650703,-66.94203603,2.684677681,-2.115409359,-20.27839465
1967,210.2622687,17.39943486,16.9514283,2.629394452,7.450119068,-2.871686917,302.7403336,287.3509213,6.913715186,55.50427413,8.246585747,294.9452725,45.74997751,129.6278615,-49.96572946,44.57199153,126.2901592,-48.67919486,19.58930175,-7.550797647,-21.39440945
1988,328.4092924,15.27291803,12.40544055,1.761731177,8.606530608,-0.795188707,233.2620252,153.8949553,3.103696742,74.0723691,0.632325079,189.4672767,26.90677587,131.4468365,-12.14485194,21.85505139,106.7678038,-9.864666228,15.1623933,-1.400908736,-6.843815942
1953,327.9151848,19.89798795,17.83872562,0.397651459,8.015429393,-1.049337247,395.9299245,318.2201316,0.158126683,64.24710835,1.101108657,354.9547473,7.912463945,159.4909175,-20.87969989,7.093595273,142.9850456,-18.71883922,3.187347195,-0.417270487,-8.410888609
1999,349.1230647,18.4519553,17.63601976,3.504491069,9.427695131,0.01353154,340.4746546,311.0291929,12.28145765,88.88143549,0.000183103,325.4190483,64.66471256,173.9594092,0.249683371,61.80527372,166.2670176,0.238642507,33.03927339,0.047421161,0.127571234
2003,334.9970086,15.25432569,14.71750813,1.154580932,6.599318273,-2.355984688,232.6944522,216.6050455,1.333057128,43.55100166,5.55066385,224.5056623,17.61235357,100.6681503,-35.93895775,16.99255425,97.12552032,-34.6742238,7.61944704,-2.720174996,-15.5478928
1966,284.3975459,14.86179788,13.72649351,1.78589692,9.78489474,-1.22121381,220.8730363,188.4166241,3.18942781,95.74416507,1.49136317,204.0003721,26.54163907,145.4211279,-18.14943281,24.51410249,134.3122941,-16.76298344,17.47481338,-2.180961982,-11.94944859
1967,270.9401665,16.63600005,16.5657943,1.359213987,5.117755597,-4.655922752,276.7564976,274.4255409,1.847462664,26.19142235,21.67761667,275.5885548,22.61188396,85.13898236,-77.45593113,22.51645933,84.77968651,-77.1290586,6.956124992,-6.328395329,-23.82787472
1971,280.388479,18.29797813,17.78574672,0.06780633,7.140567874,-3.721319626,334.8160037,316.3327866,0.004597698,50.98770956,13.84821976,325.4432046,1.240718752,130.6579548,-68.09262514,1.20598622,127.0003317,-66.18644835,0.484175705,-0.252329028,-26.57233537
1987,277.1243548,17.35711255,16.43830068,-0.600528657,4.489970222,-3.279516112,301.269356,270.2177294,0.360634667,20.15983259,10.75522593,285.3214351,-10.42344348,77.93291848,-56.92293025,-9.871670627,73.80748058,-53.90967195,-2.696355786,1.969443405,-14.72492968
1981,278.1235866,17.49637837,16.65701672,-0.721489231,5.746701245,-4.285924263,306.1232561,277.4562059,0.52054671,33.0245752,18.36914679,291.437467,-12.62344857,100.5464594,-74.98815257,-12.01785818,95.72289872,-71.3907121,-4.14618306,3.092248199,-24.6299263
1952,266.1538512,17.23983229,15.94618902,-4.932330413,1.707323573,-8.0473195,297.2118172,254.2809441,24.3278833,2.914953781,64.75935114,274.9096242,-85.03254909,29.43397205,-138.7344385,-78.65187305,27.2253044,-128.3240778,-8.421083981,39.69203871,-13.73937828
1953,281.3648278,16.08776131,14.74249946,-1.634110847,3.005643108,-3.979972832,258.8160639,217.3412904,2.67031826,9.033890493,15.84018374,237.1738125,-26.28918526,48.3540689,-64.02885293,-24.09087829,44.31069191,-58.67474734,-4.911554005,6.503716775,-11.96237791
1983,345.3847846,15.39801652,12.98437956,0.074073341,6.534461996,-1.442956925,237.0989126,168.5941126,0.00548686,42.69919358,2.082124688,199.9336909,1.140582531,100.6177537,-22.21867456,0.961796377,84.84593477,-18.7359004,0.484029433,-0.106884641,-9.428947188
1951,283.2017503,13.68722565,13.23552011,-3.851178586,-2.325110786,-11.09181647,187.3401461,175.1789927,14.8315765,5.406140167,123.0283926,181.1575504,-52.71195034,-31.824316,-151.8161949,-50.97235163,-30.77405057,-146.80596,8.954416869,42.71656607,25.78970211
1927,244.5572104,12.46732078,11.39765918,-2.821210648,0.793892295,-7.749825114,155.4340874,129.9066347,7.959229518,0.630264976,60.05978931,142.0982731,-35.17293813,9.897709904,-96.61955569,-32.15519743,9.048513799,-88.32986533,-2.239737395,21.86388913,-6.152526444
1986,217.6704035,14.49493618,14.27624139,0.728661008,-2.556417817,-11.34253444,210.1031748,203.8110681,0.530946865,6.535272055,128.6530875,206.9332078,10.56189481,-37.05511311,-164.4093128,10.40254044,-36.49603784,-161.9287596,-1.862761984,-8.264862583,28.99625714
1936,317.6428046,12.22718968,10.50833267,-0.806938404,-0.730759401,-8.756231563,149.5041674,110.4250554,0.651149588,0.534009302,76.67159119,128.4873767,-9.866588921,-8.935133806,-107.0641042,-8.47957719,-7.679062887,-92.01339418,0.589677825,7.065739521,6.398698534
1939,198.0914132,16.40852343,15.0128273,-0.529283991,2.878732387,-6.125837243,269.2396413,225.3849835,0.280141543,8.287100157,37.52588193,246.3383285,-8.684768772,47.23574783,-100.515944,-7.946049151,43.21791217,-91.96613659,-1.523666967,3.242307585,-17.63464607
1960,257.515792,14.10020659,12.77471283,-3.986819179,5.738919153,-2.051620392,198.8158258,163.1932879,15.89472717,32.93519304,4.209146234,180.12609,-56.21497405,80.91994564,-28.92827137,-50.93047011,73.31304412,-26.20886135,-22.88003295,8.179439529,-11.77408356
1987,257.6759641,16.2361691,14.24377059,-3.08557615,2.664253458,-4.469662849,263.6131871,202.8850008,9.52078018,7.098246491,19.97788598,231.264268,-50.09793615,43.25726968,-72.57020184,-43.95023884,37.94901507,-63.66485226,-8.22075693,13.79148509,-11.9083147
1969,208.7667705,12.81840196,12.00636729,0.268760793,1.790362603,-6.566952673,164.3114289,144.1528556,0.072232364,3.20539825,43.12486741,153.9024421,3.445083872,22.94958751,-84.17783904,3.22684079,21.495751,-78.84524579,0.481179272,-1.764939405,-11.75722648
2000,252.823531,14.84641523,13.48058951,0.464930389,2.888603972,-5.05172772,220.4160453,181.7262935,0.216160267,8.344032908,25.51995295,200.1384294,6.902549617,42.88541402,-75.00004737,6.26753573,38.9400844,-68.10026769,1.34299977,-2.348701736,-14.59244076
1996,271.3644044,14.95958738,15.05570796,-4.106446005,0.853217927,-8.21030481,223.7892546,226.674342,16.86289879,0.727980831,67.40910507,225.2271787,-61.43073783,12.76378813,-122.8227722,-61.82545179,12.84579993,-123.6119514,-3.503693348,33.71517339,-7.005179251
1994,183.2093273,15.2890902,14.06250407,-1.446033363,1.392719877,-5.582244191,233.7562791,197.7540206,2.091012487,1.939668656,31.16145021,215.0028931,-22.10853452,21.29341982,-85.34743495,-20.33485005,19.58512894,-78.50033164,-2.013919408,8.072111341,-7.774502445
1971,345.4707635,18.63130301,18.66683807,0.916278616,9.221740543,-1.843861392,347.125452,348.4508436,0.839566503,85.04049864,3.399824835,347.7875164,17.07146454,171.8130424,-34.35354032,17.10402456,172.1407375,-34.41906204,8.449683664,-1.689490765,-17.00361136
1932,221.4413583,17.83926474,16.708346,6.319575162,11.86933954,1.998050821,318.2393665,279.168826,39.93703023,140.8812211,3.992207083,298.0646076,112.7365744,211.7402904,35.64375756,105.5896484,198.3170318,33.38412444,75.00918335,12.62683234,23.71554361
1925,254.7657557,18.71735023,17.02083846,1.068654528,5.856637874,-5.954461803,350.3391995,289.708942,1.1420225,34.30020719,35.45561536,318.5849946,20.00238106,109.6207422,-111.451747,18.18939609,99.6848872,-101.3499325,6.258722581,-6.363262566,-34.87312651
1959,368.3266884,16.75223617,16.03624843,2.328107523,4.178419812,-6.77715806,280.6374165,257.1612638,5.420084636,17.45919212,45.92987137,268.643021,39.00100704,69.99787549,-113.5325523,37.33411061,67.00617817,-108.6801903,9.727810596,-15.77795266,-28.31781151
1943,388.751423,18.90893956,18.60737676,3.004423399,5.254812724,-4.209297353,357.5479953,346.2344699,9.026559958,27.61305677,17.7181842,351.8457625,56.81046046,99.3629362,-79.59334923,55.90443813,97.77828017,-78.32398174,15.7876823,-12.64651146,-22.11906929
1981,314.5595633,18.66840233,17.52085745,0.348160645,7.316556606,-3.073129377,348.5092455,306.9804459,0.121215835,53.53200057,9.444124169,327.0864161,6.499603002,136.5884224,-57.37041563,6.100073037,128.1923453,-53.84386175,2.547337069,-1.069942707,-22.48472505
1999,373.1462786,17.72005807,17.64368715,3.192341176,8.586093552,-0.726544644,314.0004578,311.2996962,10.19104218,73.72100248,0.52786712,312.6471608,56.56847099,152.1460763,-12.87441328,56.32466898,151.4903485,-12.8189264,27.40973998,-2.319378384,-6.238180285
1998,383.7967771,18.27780253,17.82899492,0.674803494,5.821957626,-1.955831566,334.0780654,317.8730599,0.455359755,33.8951906,3.825277115,325.8748485,12.333925,106.4125918,-35.74830315,12.03106806,103.7996529,-34.87051106,3.928677345,-1.319801974,-11.3867685
2010,362.6515171,20.44349891,19.48562366,3.307801506,4.951549716,-4.114270142,417.9366478,379.6895293,10.9415508,24.51784459,16.9272188,398.3543261,67.62303649,101.2270012,-84.11007717,64.45457528,96.48403428,-80.1691196,16.37874361,-13.60918897,-20.37201315
2013,309.7511196,18.04243601,17.35002206,0.219850249,10.09929241,1.058447971,325.5294971,301.0232657,0.048334132,101.9957072,1.120312108,313.0366628,3.966634057,182.2158371,19.09697979,3.814406679,175.2229462,18.36409566,2.220331956,0.23270005,10.68957556
1934,549.0383758,19.67206595,16.33144485,-2.062298847,6.312933,-4.859823294,386.9901786,266.716091,4.253076533,39.85312306,23.61788245,321.2732602,-40.56967892,124.1884343,-95.60276433,-33.68031988,103.0993171,-79.36793612,-13.01915444,10.02240797,-30.67973884
1939,210.3334752,17.81569564,16.82787894,-0.302417809,4.001265763,-5.399785792,317.3990113,283.1775096,0.091456531,16.01012771,29.1576866,299.8003695,-5.387783651,71.28533303,-96.20094022,-5.089050287,67.33281586,-90.86694161,-1.210054027,1.632991391,-21.60597802
1956,259.4584647,17.3945091,15.70440125,-3.98041391,2.644684122,-8.947649398,302.5689467,246.6282185,15.84369489,6.994354103,80.06042974,273.1703503,-69.23734597,46.00298201,-155.6399688,-62.51001717,41.53318062,-140.5174764,-10.52693746,35.61534812,-23.66370629
1940,200.0797223,16.93938844,15.42857939,-1.142959061,7.508162787,-3.323844291,286.9428807,238.041062,1.306355416,56.37250843,11.04794087,261.3506994,-19.36102751,127.1836859,-56.30388955,-17.63423462,115.8402856,-51.28219552,-8.581522691,3.799017951,-24.95596401
1985,191.3908894,14.50003202,13.16408898,-1.388028739,6.591339761,-3.17910277,210.2509286,173.2932387,1.92662378,43.44575985,10.10669442,190.8797118,-20.12646116,95.57463761,-46.09709197,-18.27213383,86.76898312,-41.84999175,-9.148969017,4.412686009,-20.95454649
1950,240.9833955,15.52245147,14.69250521,-0.802533404,6.564891616,-5.136257178,240.9464995,215.8697093,0.644059864,43.09780193,26.3811378,228.063699,-12.45728581,101.9032115,-79.72730277,-11.79122621,96.45470426,-75.46448535,-5.268544814,4.122017956,-33.71897169
1961,218.0528033,15.19178921,13.63030589,0.11275837,2.565886579,-8.706602885,230.7904593,185.7852388,0.01271445,6.583773936,75.80493379,207.0687339,1.713001393,38.98040803,-132.2688757,1.536931079,34.97381896,-118.6736606,0.289325189,-0.981742352,-22.34015549
1982,186.0190159,13.64643495,13.43091014,1.214204972,1.917414204,-7.407853986,186.2251868,180.3893473,1.474293714,3.67647723,54.87630068,183.2840415,16.56956916,26.1658682,-101.0907975,16.30787787,25.75261788,-99.49422124,2.32813386,-8.994653141,-14.20392445
1928,177.2210336,13.95442257,13.46135725,0.631116381,2.72382697,-8.571205613,194.7259094,181.208139,0.398307887,7.419233361,73.46556565,187.8454675,8.806864679,38.00943255,-119.6062251,8.495683076,36.66640792,-115.3800608,1.719051821,-5.409428271,-23.34648101
1999,271.002415,16.61046438,16.07555013,1.260428018,6.549369559,-4.111129277,275.9075269,258.4233121,1.588678789,42.89424162,16.90138393,267.0223529,20.9362947,108.7880698,-68.28776642,20.2620738,105.2847187,-66.08866481,8.255008894,-5.181782528,-26.92530494
1961,245.0436402,14.73656301,13.19847934,-0.073624417,2.225767392,-9.073965395,217.1662894,174.1998568,0.005420555,4.954040484,82.33684799,194.5002224,-1.084970855,32.80016142,-133.7190628,-0.971730342,29.37674493,-119.7625448,-0.163870826,0.668065409,-20.19653629
1978,198.1553449,15.51245252,14.14177536,-0.389873646,-0.031130918,-9.28867478,240.6361831,199.9898104,0.15200146,0.000969134,86.27947916,219.3736188,-6.047896421,-0.482916882,-144.0901265,-5.51350552,-0.440246445,-131.3583521,0.012137124,3.621409502,0.28916497
1957,279.8796363,16.12670924,15.45218612,-1.425704888,3.880286103,-4.092236774,260.070751,238.770056,2.032634426,15.05662024,16.74640181,249.1929128,-22.99192819,62.57624576,-65.99431261,-22.03025728,59.95890307,-63.23400429,-5.532142862,5.83432197,-15.87904948
1946,227.5544395,15.69052411,14.29803967,-1.447330159,-1.538985178,-10.13485258,246.1925469,204.4339383,2.094764591,2.368475379,102.7152369,224.3437361,-22.70936877,-24.14748405,-159.0211489,-20.69398403,-22.00447112,-144.9085243,2.227419663,14.66847781,15.59738791
1983,317.2681788,16.31179839,14.37911722,-0.122020179,6.405260612,-2.039044147,266.0747666,206.7590121,0.014888924,41.02736351,4.157701032,234.5492611,-1.990368558,104.4813197,-33.26047702,-1.754542457,92.1019932,-29.31965481,-0.781571046,0.248804532,-13.06060916
1968,265.2028613,16.41869141,15.01208982,-2.005555782,3.594495034,-3.707474922,269.5734276,225.3628408,4.022253996,12.92039455,13.7453703,246.4788702,-32.92860149,59.01690473,-60.87188666,-30.10758354,53.9608823,-55.65694654,-7.208960299,7.435547768,-13.3265002
1931,199.3221377,17.94138313,16.32623294,-0.660519079,2.407133289,-5.228132353,321.8932285,266.5458821,0.436285454,5.794290672,27.3333679,292.9152002,-11.85062587,43.18730058,-93.79992558,-10.78378835,39.29941881,-85.35570665,-1.589957464,3.453281169,-12.58481143
1986,177.6096381,17.20087968,16.12948222,-0.770492103,-2.699276715,-12.03976475,295.8702618,260.1601968,0.593658081,7.286094784,144.9559353,277.441283,-13.25314196,-46.429934,-207.0945449,-12.42763869,-43.53793579,-194.1951715,2.079771394,9.276543668,32.49865665
1996,229.391293,16.43909589,15.82121505,-4.47803622,2.006462476,-7.913870972,270.2438736,250.3108457,20.05280838,4.025891669,62.62935377,260.0864713,-73.6148668,32.98442904,-130.0968838,-70.84797404,31.74467433,-125.2070546,-8.985011642,35.43860085,-15.87888515
2002,231.7095323,17.30871531,16.49970395,3.172147989,5.960964257,-3.179446178,299.5916255,272.2402306,10.06252286,35.53309488,10.108878,285.5886784,54.90580644,103.1766333,-55.03212873,52.33950271,98.35414552,-52.45992068,18.90906078,-10.0856738,-18.95256503
2001,235.6000132,15.11516833,14.51915716,-2.724765392,-5.041960977,-12.94568559,228.4683138,210.8059246,7.424346439,25.42137049,167.5907754,219.4595045,-41.18528757,-76.2100889,-195.6762169,-39.56129694,-73.20502381,-187.9604436,13.73816077,35.27395606,65.27164155
1973,206.4259009,16.70868112,14.84184929,-1.394316371,-0.883603016,-8.785338606,279.1800249,220.2804903,1.944118143,0.78075429,77.18217441,247.987727,-23.29718763,-14.76384103,-146.7914213,-20.69423344,-13.11430279,-130.3906715,1.232022151,12.24954144,7.762751688
1989,333.0680076,14.84485233,13.19694512,-0.696439546,3.124911354,-8.100664643,220.3696406,174.1593606,0.485028041,9.765070968,65.62076766,195.9067015,-10.33854221,46.38884757,-120.2531704,-9.190874465,41.23928365,-106.9040268,-2.176311843,5.641623203,-25.31385891
1962,201.5935372,15.15119945,14.29373782,-0.320245217,0.034403355,-8.332807554,229.5588449,204.3109409,0.102556999,0.001183591,69.43568173,216.5672726,-4.852099153,0.521252091,-126.2520293,-4.577501166,0.491752534,-119.1069665,-0.01101751,2.668541761,-0.286676535
1956,225.5837747,16.29184274,14.53709686,-4.432071849,0.709714027,-9.925488894,265.42414,211.327185,19.64326087,0.503694,98.51532978,236.836096,-72.20661759,11.56254931,-161.7045042,-64.42945774,10.31718155,-144.2877934,-3.145503558,43.99047991,-7.044258689
1960,298.9487938,14.71181423,13.428337,-5.189067162,5.150422497,-2.821859771,216.4374778,180.3202345,26.92641801,26.5268519,7.962892565,197.5551993,-76.34059209,75.77205897,-41.51467672,-69.68054255,69.16160898,-37.89288396,-26.72588825,14.64281987,-14.53377005
1932,144.9226215,16.36195254,14.74747322,3.317645547,5.833468624,-1.821996547,267.713491,217.4879662,11.00677197,34.02935619,3.319671418,241.2974569,54.28315899,95.44693679,-29.81142104,48.92688884,86.02892229,-26.86984528,19.3533812,-6.044738732,-10.62855969
1967,164.5124792,16.19369391,15.20817963,-0.617439649,1.975745469,-7.195476473,262.2357223,231.2887276,0.38123172,3.90357016,51.77488167,246.2766058,-9.998628685,31.99461737,-116.5213435,-9.390133095,30.047492,-109.4300987,-1.21990359,4.442772469,-14.21643004
1938,222.5982977,14.94332567,13.75363412,-4.167002292,-0.850137914,-8.275196133,223.3029821,189.1624514,17.3639081,0.722734473,68.47887103,205.5250337,-62.26887231,-12.70388772,-123.6589508,-57.31142488,-11.69248582,-113.8140198,3.542526636,34.48276125,7.035057979
1940,224.7810524,16.47060488,14.35623024,-2.093042849,5.994929278,-4.301843158,271.280825,206.1013466,4.380828368,35.93917705,18.50585455,236.4557957,-34.47368176,98.74011141,-70.85395889,-30.04820504,86.06458497,-61.75825081,-12.54764386,9.003942059,-25.7892455
1977,194.6169469,14.35489676,12.62480981,-7.837607465,-1.549721613,-12.70348769,206.0630609,159.3858227,61.42809078,2.401637078,161.3785994,181.2278414,-112.508046,-22.24609376,-182.3572542,-98.9483036,-19.56494062,-160.3791159,12.14610968,99.56494992,19.68686943
2002,218.227695,16.72189378,15.32810054,2.700539074,4.860234796,-3.677846408,279.6217317,234.9506662,7.292911292,23.62188227,13.5265542,256.3148691,45.15812755,81.27233002,-61.50055698,41.39413444,74.4981676,-56.37439951,13.12525398,-9.932167933,-17.87519709
1999,269.9155423,16.19403951,14.91825839,0.41210381,5.762092546,-4.662791246,262.2469155,222.5544334,0.169829551,33.20171051,21.7416222,241.5868657,6.673625387,93.31155433,-75.50942565,6.147871127,85.96038546,-69.56072462,2.374580294,-1.92155404,-26.86743468
2011,258.0207484,16.27592619,15.07786199,-1.377263521,-2.842496039,-9.814022481,264.9057735,227.3419221,1.896854808,8.079783733,96.31503726,245.4061689,-22.41623942,-46.26425574,-159.7323056,-20.7661893,-42.85876298,-147.9744765,3.914866105,13.51649516,27.89632003
2004,186.0937193,15.37744856,13.66504613,-0.421579744,3.678363252,-5.497697361,236.4659242,186.7334857,0.17772948,13.53035621,30.22467628,210.1335439,-6.482820826,56.56384168,-84.54055837,-5.760906647,50.26500351,-75.12628804,-1.550723438,2.317717846,-20.22252794
2006,236.1156131,14.92160869,12.93828467,-1.003363308,-2.309043797,-9.096428113,222.6544059,167.3992102,1.006737929,5.331683256,82.74500442,193.060021,-14.97179466,-34.45464799,-135.7333408,-12.98180011,-29.87506596,-117.6921764,2.316809823,9.127022206,21.00405091
1965,267.8666894,14.68556002,13.24890817,1.294639419,1.719338176,-5.745700043,215.6656731,175.5335677,1.676091226,2.956123762,33.01306898,194.5676361,19.0125049,25.24944397,-84.37882284,17.15255878,22.7793536,-76.12425223,2.225922977,-7.438609768,-9.878801429
1930,261.6501463,13.96718322,12.54708024,-2.348564098,1.834198876,-6.13675407,195.082207,157.4292225,5.515753322,3.364285515,37.65975052,175.2473685,-32.80282505,25.61859175,-85.71316845,-29.46762218,23.01384046,-76.99834571,-4.307733628,14.41256029,-11.25602741
1955,262.1041331,13.15251071,12.20042915,0.475272278,2.95637419,-4.525427133,172.988538,148.8504715,0.225883738,8.740148349,20.47949074,160.4662751,6.251023729,38.88374319,-59.52072883,5.798525759,36.06903385,-55.21215313,1.405082696,-2.150810063,-13.37885597
1989,265.9814821,14.97486087,14.1918687,0.881278762,3.642195142,-6.676569957,224.2464581,201.4091372,0.776652256,13.26558545,44.57658639,212.5212593,13.19702685,54.54136551,-99.9807062,12.50699248,51.68955524,-94.75300421,3.209789225,-5.883919305,-24.31737066
1971,268.5372917,17.02299148,16.28413104,-0.003644421,4.607091129,-4.888954619,289.782239,265.1729238,1.33E-05,21.22528867,23.90187726,277.204624,-0.062038952,78.42647305,-83.22463284,-0.059346234,75.02247566,-79.61237767,-0.016790181,0.01781741,-22.52385945
1956,265.9869093,16.0646736,14.65808608,-2.337817309,1.642741437,-7.988790659,258.0737379,214.8594874,5.465389772,2.698599427,63.82077619,235.4773684,-37.55627201,26.39010499,-128.3373144,-34.26792735,24.07944538,-117.1003811,-3.840429365,18.67633308,-13.12351744
1972,267.7394354,12.66696597,11.72413664,-0.200764439,5.948518119,-1.768892353,160.4520269,137.4553799,0.04030636,35.38486781,3.128980158,148.5092398,-2.543076313,75.34967659,-22.40649925,-2.353789711,69.74123922,-20.73873565,-1.194250901,0.35513068,-10.52228821
1986,264.4511365,15.25755861,15.03630205,1.985067363,-1.74548609,-10.39760908,232.7930946,226.0903793,3.940492435,3.04672169,108.1102747,229.4172597,30.28728162,-26.63185631,-158.64213,29.84807245,-26.24565607,-156.3415908,-3.464907469,-20.63995444,18.14888203
2000,264.25915,15.22428332,14.13582141,1.293339254,3.539582774,-4.561528514,231.7788025,199.8214469,1.672726426,12.52864621,20.80754238,215.20775,19.69016323,53.88761097,-69.44600245,18.28241271,50.03490994,-64.48095242,4.577881344,-5.899603885,-16.14590775
1999,265.8748842,16.35770496,15.47763031,1.375435215,6.587863169,-2.842850808,267.5745117,239.55704,1.891822032,43.39994113,8.081800715,253.1785101,22.49896345,107.7623221,-46.50251477,21.28847778,101.9645107,-44.00059383,9.061178997,-3.910157113,-18.72831213
1996,264.2681212,15.6294558,15.4261125,-3.474748718,1.688756871,-7.648524083,244.2798887,237.9649468,12.07387865,2.85189977,58.49992065,241.1017435,-54.30843151,26.39435088,-119.5422691,-53.60186461,26.05095347,-117.9869929,-5.868005772,26.57669925,-12.9164976
2001,265.3512182,14.48260834,14.07332163,-1.407742895,-4.422579568,-11.35854911,209.7459442,198.0583817,1.981740059,19.55921004,129.0166378,203.8184052,-20.38778899,-64.05048772,-164.501418,-19.81161854,-62.2403847,-159.8525148,6.225854966,15.9899168,50.23408721
2004,267.0346618,14.56043482,13.81331361,2.672483202,3.818857633,-3.532380491,212.0062622,190.8076329,7.142166463,14.58367362,12.47771193,201.1278525,38.91251747,55.60422765,-51.4329959,36.91584858,52.75107812,-48.79387951,10.20583287,-9.440227524,-13.4896582
2010,262.1672683,17.3138852,17.22541548,2.143419365,1.482445341,-6.013887183,299.7706208,296.7149385,4.594246573,2.19764419,36.16683905,298.2388662,37.11091682,25.66688846,-104.1237523,36.92128911,25.53573693,-103.5917054,3.177502052,-12.89028225,-8.915259039
2014,265.2279848,16.57932246,16.02746259,-1.761953222,0.935991053,-7.203736947,274.8739332,256.8795572,3.104479158,0.876079251,51.893826,265.7244706,-29.21199063,15.51809748,-119.4330777,-28.23963936,15.00156159,-115.4576245,-1.649172451,12.69264753,-6.742633328
2012,256.9612311,14.9024108,11.68809963,2.031188162,5.500267279,-1.983581206,222.0818478,136.6116731,4.125725351,30.25294014,3.934594399,174.1808623,30.26960042,81.96724252,-29.56014199,23.74072962,64.28767197,-23.18429476,11.17207779,-4.029026664,-10.9102268
1975,342.4086898,17.72436321,17.32218488,2.976478149,6.822255775,-1.120764612,314.1530511,300.0580892,8.859422173,46.54317386,1.256113314,307.0246964,52.75617979,120.9201393,-19.86483904,51.55910481,118.1763759,-19.41409181,20.30629524,-3.335931377,-7.646142844
1980,465.6135912,16.63960625,15.75749608,1.553217554,8.194712255,-2.613873404,276.8764962,248.2986829,2.412484771,67.15330894,6.832334175,262.1985303,25.84492853,136.3567853,-43.49382424,24.47481953,129.1281463,-41.18809994,12.72817093,-4.059914057,-21.41994042
1930,450.9796156,15.77327945,14.86332585,-0.470754016,8.465669639,-3.136276493,248.7963445,220.9184552,0.221609343,71.66756243,9.836230238,234.4433921,-7.425334644,133.5313729,-49.46936554,-6.996970332,125.8280064,-46.61549946,-3.98524798,1.476414754,-26.55068068
1928,352.6919188,15.49751699,15.6301397,3.380678587,7.482627986,-4.844733691,240.1730328,244.3012669,11.42898771,55.98972158,23.47144454,242.2283555,52.39212383,115.9621543,-75.08134268,52.84047858,116.9545207,-75.72386438,25.29636021,-16.37848745,-36.2513399
1961,321.5905896,15.67588152,15.12909738,1.754594681,4.783156278,-6.075066299,245.7332614,228.8895877,3.078602495,22.87858398,36.90643053,237.1619381,27.50481834,74.9801911,-95.23201951,26.5454338,72.36483714,-91.91026965,8.392500565,-10.65927902,-29.05799151
1941,369.8758245,17.93746224,16.49592219,-0.018679641,10.84948082,-0.545321718,321.7525516,272.1154489,0.000348929,117.711234,0.297375776,295.8949814,-0.335065357,194.6121525,-9.781687723,-0.308137906,178.9721914,-8.995584628,-0.202664408,0.010186414,-5.916457517
1933,331.2705013,18.18914573,16.46286751,-1.674757197,7.075276631,-3.892623831,330.8450225,271.0260066,2.804811668,50.05953941,15.15252029,299.4454963,-30.46240272,128.6932377,-70.80350215,-27.57130584,116.4793418,-64.0837504,-11.84937046,6.519199776,-27.54139043
1959,373.8797378,17.07759919,16.40166918,2.364799256,5.417944308,-6.492874238,291.6443941,269.0147518,5.59227552,29.35412053,42.15741587,280.1011323,40.38509385,92.52548133,-110.8827038,38.78665506,88.86333017,-106.4939753,12.81235067,-15.35434417,-35.17803102
2003,362.5955517,14.83969157,14.99623094,0.894224381,6.805899646,-2.68924045,220.2164459,224.8869424,0.799637244,46.32026999,7.232014196,222.5394419,13.27001401,100.9974516,-39.90749883,13.40999533,102.0628428,-40.32847084,6.086001398,-2.404784377,-18.30270062
1998,392.2865792,19.05729893,18.41599294,1.11151347,6.210112773,-1.659984809,363.1806427,339.1487961,1.235462195,38.56550065,2.755549566,350.9590827,21.18244448,118.3479755,-31.63482673,20.46962423,114.365393,-30.57026853,6.902624,-1.845095476,-10.30869286
1993,362.7338834,17.17465129,17.06992531,2.308815669,6.502344185,-2.217667058,294.9686469,291.3823501,5.330629795,42.28047989,4.91804718,293.1700148,39.65310401,111.6754939,-38.0876584,39.41131103,110.9945296,-37.85541104,15.01271414,-5.120184453,-14.4200345
2010,398.74251,21.15334559,19.94657005,3.800043838,5.634143571,-4.098217935,447.4640295,397.8656566,14.44033317,31.74357378,16.79539024,421.9366894,80.38364056,119.1809861,-86.69102027,75.79784059,112.3818394,-81.7453911,21.40999256,-15.57340781,-23.08994823
2004,343.7885387,17.08055076,16.86958177,4.648458583,8.149684504,-1.950780171,291.7452143,284.582789,21.6081672,66.41735752,3.805543277,288.1417477,79.39823278,139.2010999,-33.32039974,78.41755216,137.4817691,-32.90884561,37.88347088,-9.06812083,-15.89824293
1950,363.1016016,15.93760848,15.78749092,0.306262671,8.950675969,-2.615558054,254.0073642,249.2448697,0.093796823,80.1146003,6.841143935,251.6148493,4.881094537,142.6523693,-41.68574023,4.835119132,141.3087156,-41.29309904,2.741257926,-0.801047795,-23.41101262
1932,221.6999822,17.05405223,16.12039916,6.046438743,10.26668767,1.330655407,290.8406975,259.8672691,36.55942147,105.4048756,1.770643812,274.9181293,103.1162821,175.0886277,22.69306681,97.47100603,165.5031032,21.4506963,62.07689807,8.045726406,13.66142345
