year,Loss,tmin6,dpt6,dpt11,tmax12,dpt12
1978,198.1553449,15.51245252,14.14177536,-0.389873646,-0.031130918,-9.28867478
1957,279.8796363,16.12670924,15.45218612,-1.425704888,3.880286103,-4.092236774
1946,227.5544395,15.69052411,14.29803967,-1.447330159,-1.538985178,-10.13485258
1983,317.2681788,16.31179839,14.37911722,-0.122020179,6.405260612,-2.039044147
1968,265.2028613,16.41869141,15.01208982,-2.005555782,3.594495034,-3.707474922
1931,199.3221377,17.94138313,16.32623294,-0.660519079,2.407133289,-5.228132353
1986,177.6096381,17.20087968,16.12948222,-0.770492103,-2.699276715,-12.03976475
1996,229.391293,16.43909589,15.82121505,-4.47803622,2.006462476,-7.913870972
2002,231.7095323,17.30871531,16.49970395,3.172147989,5.960964257,-3.179446178
2001,235.6000132,15.11516833,14.51915716,-2.724765392,-5.041960977,-12.94568559
1973,206.4259009,16.70868112,14.84184929,-1.394316371,-0.883603016,-8.785338606
1989,333.0680076,14.84485233,13.19694512,-0.696439546,3.124911354,-8.100664643
1962,201.5935372,15.15119945,14.29373782,-0.320245217,0.034403355,-8.332807554
1956,225.5837747,16.29184274,14.53709686,-4.432071849,0.709714027,-9.925488894
1960,298.9487938,14.71181423,13.428337,-5.189067162,5.150422497,-2.821859771
1932,144.9226215,16.36195254,14.74747322,3.317645547,5.833468624,-1.821996547
1967,164.5124792,16.19369391,15.20817963,-0.617439649,1.975745469,-7.195476473
1938,222.5982977,14.94332567,13.75363412,-4.167002292,-0.850137914,-8.275196133
1940,224.7810524,16.47060488,14.35623024,-2.093042849,5.994929278,-4.301843158
1977,194.6169469,14.35489676,12.62480981,-7.837607465,-1.549721613,-12.70348769
2002,218.227695,16.72189378,15.32810054,2.700539074,4.860234796,-3.677846408
1999,269.9155423,16.19403951,14.91825839,0.41210381,5.762092546,-4.662791246
2011,258.0207484,16.27592619,15.07786199,-1.377263521,-2.842496039,-9.814022481
2004,186.0937193,15.37744856,13.66504613,-0.421579744,3.678363252,-5.497697361
2006,236.1156131,14.92160869,12.93828467,-1.003363308,-2.309043797,-9.096428113
1965,267.8666894,14.68556002,13.24890817,1.294639419,1.719338176,-5.745700043
1930,261.6501463,13.96718322,12.54708024,-2.348564098,1.834198876,-6.13675407
1955,262.1041331,13.15251071,12.20042915,0.475272278,2.95637419,-4.525427133
1989,265.9814821,14.97486087,14.1918687,0.881278762,3.642195142,-6.676569957
1971,268.5372917,17.02299148,16.28413104,-0.003644421,4.607091129,-4.888954619
1956,265.9869093,16.0646736,14.65808608,-2.337817309,1.642741437,-7.988790659
1972,267.7394354,12.66696597,11.72413664,-0.200764439,5.948518119,-1.768892353
