year,Loss,tmin6,dpt6,dpt11,tmax12,dpt12
1986,264.4511365,15.25755861,15.03630205,1.985067363,-1.74548609,-10.39760908
2000,264.25915,15.22428332,14.13582141,1.293339254,3.539582774,-4.561528514
1999,265.8748842,16.35770496,15.47763031,1.375435215,6.587863169,-2.842850808
1996,264.2681212,15.6294558,15.4261125,-3.474748718,1.688756871,-7.648524083
2001,265.3512182,14.48260834,14.07332163,-1.407742895,-4.422579568,-11.35854911
2004,267.0346618,14.56043482,13.81331361,2.672483202,3.818857633,-3.532380491
2010,262.1672683,17.3138852,17.22541548,2.143419365,1.482445341,-6.013887183
2014,265.2279848,16.57932246,16.02746259,-1.761953222,0.935991053,-7.203736947
2012,256.9612311,14.9024108,11.68809963,2.031188162,5.500267279,-1.983581206
1975,342.4086898,17.72436321,17.32218488,2.976478149,6.822255775,-1.120764612
1980,465.6135912,16.63960625,15.75749608,1.553217554,8.194712255,-2.613873404
1930,450.9796156,15.77327945,14.86332585,-0.470754016,8.465669639,-3.136276493
1928,352.6919188,15.49751699,15.6301397,3.380678587,7.482627986,-4.844733691
1961,321.5905896,15.67588152,15.12909738,1.754594681,4.783156278,-6.075066299
1941,369.8758245,17.93746224,16.49592219,-0.018679641,10.84948082,-0.545321718
1933,331.2705013,18.18914573,16.46286751,-1.674757197,7.075276631,-3.892623831
1959,373.8797378,17.07759919,16.40166918,2.364799256,5.417944308,-6.492874238
2003,362.5955517,14.83969157,14.99623094,0.894224381,6.805899646,-2.68924045
1998,392.2865792,19.05729893,18.41599294,1.11151347,6.210112773,-1.659984809
1993,362.7338834,17.17465129,17.06992531,2.308815669,6.502344185,-2.217667058
2010,398.74251,21.15334559,19.94657005,3.800043838,5.634143571,-4.098217935
2004,343.7885387,17.08055076,16.86958177,4.648458583,8.149684504,-1.950780171
1950,363.1016016,15.93760848,15.78749092,0.306262671,8.950675969,-2.615558054
1932,221.6999822,17.05405223,16.12039916,6.046438743,10.26668767,1.330655407
1937,330.1217837,16.9808817,16.15825117,-1.193971442,7.787003247,-2.224199775
1981,318.1556971,17.95416555,16.69800705,-0.066685846,5.679345765,-3.582844766
1930,392.2149708,15.11390493,13.98384796,-0.626679876,5.270560936,-3.849927512
1988,407.6380892,15.24508321,11.81450255,1.704587031,6.161873627,-1.593599122
1973,328.0516955,17.25795936,17.18589678,1.608203591,3.52205358,-3.826736636
1931,250.2739713,17.55026292,16.0176222,0.948162736,5.162014602,-3.738223865
1978,309.8332994,16.45078182,15.05311032,2.805751781,2.707443079,-5.463192946
1954,520.5700457,18.31823156,16.44905693,-0.467400605,7.23704975,-4.056299514
1984,349.944708,18.65109775,16.19995546,3.135070169,-2.437164719,-9.607309814
2017,330.1061539,16.53233892,15.3295058,3.908280035,3.606444313,-4.636397444
2008,328.677001,18.05655046,15.90246423,-0.055264231,5.610254892,-2.324553377
1934,548.2036352,19.10205449,16.91022795,-0.329408438,10.17084108,-1.744026284
1990,505.6123068,16.80670586,16.79048141,-0.077439659,-0.569513182,-11.15722214
1951,436.6206479,16.95911925,16.52025602,-2.201626393,3.492443465,-7.491603218
1974,467.4615857,14.75641214,14.61936629,4.211197323,5.267850738,-3.23426229
1979,339.8344174,16.3411562,15.38936107,3.561302123,6.467798746,-3.490902057
1967,315.0125635,17.23105309,16.80156108,1.972665314,6.678612056,-3.858527994
1975,407.7351293,17.53628192,16.78715651,2.465436681,5.977665456,-1.585143242
1939,456.9307012,18.05091763,17.74664581,1.028051518,7.726393731,-3.531896142
1928,339.2917809,14.8388719,15.04345458,2.968420994,6.345333758,-5.377526945
1968,378.7487038,17.2539078,16.35727875,-0.737764526,7.402500897,-1.470990779
1956,442.0138213,16.46888234,16.44919276,-1.196562531,5.884897878,-5.519169238
1941,563.934824,17.1634127,16.03663653,-0.401354384,9.698071926,-1.085517204
2000,382.228922,17.06593077,17.25522887,3.338937655,7.815425799,-2.364465663
2018,408.9531603,19.7080831,19.84931799,2.40729155,6.209334654,-4.40465234
1972,262.4312133,12.28500106,11.07865919,-1.86291756,2.256037251,-5.160819622
1952,258.4267506,16.09105795,15.32066431,-6.672698544,-0.530547798,-10.36259625
1936,275.45025,12.01106319,10.73035033,-2.556617312,-2.038128453,-10.28286322
1937,271.2481797,13.95980127,13.15558163,-4.257537834,2.946667904,-6.493708221
1931,268.132947,16.00677287,14.60619611,-2.110968902,0.211774286,-7.795142081
1971,263.1093335,16.7472035,15.53510063,-1.781404799,1.179322115,-7.993770161
1969,263.4032769,11.70518866,11.3468349,-1.471525948,0.017444028,-8.626827376
1985,264.4091821,12.19899335,10.27324062,-3.038050314,2.574559887,-6.316492087
1998,261.4859619,14.14343427,13.88779723,-2.808116738,1.163415993,-5.190139968
2001,267.6614295,13.51768118,13.02552338,-3.387438866,-6.381110446,-14.71740256
2014,266.1762411,15.64287412,14.7272349,-3.598598129,-3.024858097,-11.07967625
2016,261.4537095,14.98876852,14.47980617,1.039875078,5.51679117,-0.526306621
1947,347.2081944,12.47690199,12.09408217,-0.245115104,4.404341246,-5.55417312
1980,258.4411469,12.52952267,12.26235353,-1.127615172,3.836607494,-5.591391777
1971,256.9395834,15.84369925,15.53200608,-0.964111166,2.502913343,-6.630772133
1938,254.6923096,13.38270147,12.82941476,-3.873228588,-0.992331037,-8.467190696
1970,340.3839688,14.36222147,13.87995249,-1.71857052,0.25522363,-7.157447293
1940,253.3964282,14.00805985,12.71719808,-2.063444812,5.085388221,-4.225578816
1932,234.367605,14.63616464,13.39107829,3.163267086,5.059705925,-2.151106062
1937,227.6844516,13.33903825,12.82677111,-3.534915549,3.991325124,-5.343617866
1967,236.3462787,15.28345524,14.07032314,-0.319047372,0.561908877,-7.20267787
1929,253.2676155,11.70777974,10.95640701,-0.080198577,2.85152349,-5.623337699
1994,209.0076644,14.11922656,14.4905431,-1.862730882,0.803692701,-6.296943295
1999,270.369937,15.44479498,14.58933606,0.505707034,6.007969532,-3.936627249
2014,266.3454829,15.60840654,14.44765964,-2.726514489,-1.319604028,-9.270426259
1971,279.6199352,16.62660048,15.94447751,-0.133051008,4.006283691,-5.197574836
1947,326.7656011,13.90901892,12.85311165,0.860962546,5.982949567,-4.199841065
1930,307.0024301,14.05461276,12.21361264,-2.734897828,1.339662167,-6.472910276
1976,294.5160925,15.22653088,13.14582534,3.426618629,3.139979635,-3.940088958
1987,296.4474801,16.21259287,14.62346484,-2.274199975,2.825794036,-4.138203549
1991,367.7375167,16.82062008,15.0681834,1.794031599,3.354598485,-5.47693195
1991,368.613704,16.45641485,14.46466658,1.158155993,2.417210134,-6.392233184
1957,235.4136888,15.23423591,14.2532455,-1.076569927,3.498693718,-3.557956473
1985,225.7253229,12.5932288,10.35039415,-1.876756585,4.670733004,-3.987659859
1966,219.9559842,14.0548554,12.40428053,0.142344905,5.347307637,-2.476436201
1942,190.6845714,14.99864819,13.72125207,-0.171551467,5.203942879,-2.991103992
1953,260.2763265,15.21442093,14.39986204,-1.852840987,2.537516122,-4.290828386
1932,222.9923019,14.89836492,13.52931332,3.518605897,5.929332788,-1.678082924
1992,225.6597445,11.83550283,9.725874811,-2.628053619,3.492674787,-4.805946486
1998,227.4797807,14.78883536,14.51243088,-1.178010374,2.018295747,-3.896221656
2003,227.9926469,12.34565093,10.60094693,-1.921811604,3.07376224,-6.475804174
1996,258.4961227,14.21652688,14.86843058,-4.484769662,0.565400878,-8.588028636
2001,271.8280099,13.76725667,13.03539453,-2.130695119,-4.55218578,-12.48019085
2006,221.9610229,14.04038752,11.96848343,-0.534381321,-1.811617556,-8.597696002
1965,191.9242955,14.9276793,13.94701429,0.529347014,0.44191145,-7.649890487
1977,199.7214311,14.60841059,13.16170629,-7.453285213,-0.513623252,-11.99561509
1926,185.2598595,12.88759729,11.60742164,-3.288773057,-0.118039785,-9.144378405
1978,191.9033833,15.2241187,13.42247364,-0.708264511,-0.84099159,-9.432165873
1967,182.7313156,16.11802292,15.33352178,-0.43978473,2.60117889,-6.682433538
1956,197.0630451,16.23429585,14.89049542,-4.173530274,1.243771129,-9.476289439
1963,200.4476901,15.87463301,14.18981929,-1.514285888,2.096017778,-9.269795156
1990,202.3706554,15.95545783,15.27211427,-3.083349422,-3.836794514,-14.02415852
1947,240.9873146,14.28177635,13.65579626,-0.309773789,6.062636118,-4.853099851
1991,207.8602463,17.80834682,16.03804611,1.236546744,1.797903893,-7.114818622
1933,224.9503704,18.20709405,15.43275402,-4.374846593,2.046473141,-7.759163977
1974,208.8111664,13.6120786,12.84996245,0.602204128,0.916214228,-6.887372735
1951,199.0584531,14.88047141,13.94800375,-4.70852179,-1.87112737,-11.27543185
1993,208.1714179,14.96740904,14.39234234,-0.36684769,1.885748097,-5.642225616
1994,186.9159966,16.22789054,15.28851981,-2.316475082,1.817655285,-5.953778398
2003,193.4515289,13.73723425,12.18698969,-2.319653929,4.617662734,-6.473063674
1996,204.5101716,15.87868679,15.40843545,-4.709429542,1.450325882,-8.134614346
2001,199.0146547,14.97571787,14.04463976,-2.800357681,-5.040552384,-13.18641707
2013,203.2085359,15.76677355,14.70534483,-1.644523234,5.071682677,-3.067339876
2015,198.5796884,15.81607976,16.13853118,-4.594802265,2.935551449,-3.404188538
1969,193.9522916,12.98435659,12.1021098,0.058363701,1.541090759,-6.854285504
1977,219.2807647,13.71538292,12.62473318,-6.752402438,-1.14807929,-11.71219512
1943,228.4979629,17.63042385,15.67056002,-0.265375342,-0.726051277,-8.909368699
1926,202.6311291,12.20901143,10.95864549,-2.768422166,-0.257948053,-8.988110942
1958,238.9028464,12.97177847,12.06803483,-0.57825667,5.751578721,-4.172886881
1946,223.4548199,14.73545307,13.12426876,-1.030262801,-1.947949828,-9.920950076
1996,247.1367276,15.39530591,15.15932497,-4.274990125,1.120970084,-8.358422963
1993,258.9026588,14.58071449,13.72905522,0.070940612,1.747246741,-5.395158742
2001,236.4196319,14.39296323,13.43059373,-2.259656702,-4.934893536,-12.63287361
2015,260.5314608,15.45618685,15.0692283,-4.467040296,3.21888177,-3.141832535
2004,214.5254332,15.00611149,13.27270156,0.983511401,3.895545208,-4.722375799
2013,239.5986208,15.30558664,14.19255726,-1.488344004,5.807397159,-1.786670048
2008,210.8030972,16.0751654,14.08572135,-2.454498527,0.52358143,-5.990192026
1973,361.1999681,17.52220528,17.67216384,1.700802981,4.41702128,-3.21514435
1984,349.1898437,18.94862215,16.35761795,3.011641657,-1.382036727,-8.852240882
1939,359.0447819,18.46703503,17.71289863,1.246225357,7.073058398,-3.420903043
1925,307.830761,18.62832875,16.76283191,0.98444347,4.745607534,-6.098279149
1947,364.9596594,17.08184438,15.83911422,3.171315111,9.819935,-1.347374384
1990,369.016913,17.29386729,16.35453631,0.435274932,-1.209194433,-10.8344168
1991,399.8813281,18.75872667,17.63998618,3.856105084,7.416236214,-2.106348513
1958,380.0232152,15.29100222,15.20449738,1.75273815,9.120279681,-0.835641463
1998,364.3147748,18.32897679,17.78919935,0.509551879,5.371111847,-2.072940185
2002,389.7114385,18.43656281,16.85171049,3.647106321,8.065389252,-0.361314058
1942,181.3875724,15.3688802,13.92212843,-0.800152249,4.920041923,-3.661946094
1970,327.2086935,14.74565512,13.98831917,-2.312102454,-0.242099253,-7.691361362
1980,238.1112261,13.10943636,12.55007566,-1.667659802,3.886856459,-6.126148882
1964,239.565664,14.84259367,13.48415483,0.810508318,-5.126998826,-14.15551186
1987,277.1038562,15.72964583,14.04399981,-3.851181931,1.653244605,-5.6314928
1953,276.654765,15.8592637,14.66381549,-2.723964638,1.999539473,-5.286418278
1991,310.927506,16.42177029,14.74833527,0.421444606,0.627501739,-7.681424942
1955,320.0193607,13.12806804,11.68656888,-0.823787453,1.76893058,-6.000318618
1983,318.9946156,14.7398955,12.63444938,-1.119326082,5.40618622,-3.025415486
1965,221.8011848,13.81528587,12.29462817,0.366028313,-0.80438728,-8.35670201
1999,267.7981238,15.53577851,14.47751131,0.060283261,5.515927595,-4.706420954
2002,246.890597,15.85341199,13.95937839,2.446086895,4.366189464,-3.780255352
2008,239.5478568,15.49478332,13.78497451,-3.536646236,-0.723358376,-7.30318653
2015,260.53825,14.62114793,14.36901142,-5.307962136,2.336155473,-4.161458241
1938,233.0253458,15.00403974,13.96484,-2.798415107,0.202700362,-6.86858971
1970,267.0217931,15.43187673,14.93374975,-0.941712458,1.060585444,-6.154375581
1932,206.5325421,16.11537014,14.65605178,4.408754688,7.204519146,-0.680237819
1991,386.1152161,17.3114059,15.68521379,2.130329961,3.069102094,-5.479722239
1989,216.9243148,14.81684634,14.12674112,0.705186686,3.468315968,-6.835609924
1965,193.6196499,14.97060688,13.5862415,1.40433957,1.333071005,-6.188241639
2010,261.9748941,17.16907098,17.25325054,2.147615922,1.268813296,-6.076758502
2018,236.2330424,17.53699679,18.25014425,-0.237963283,2.728201445,-7.596788119
2008,227.9215323,16.54829094,14.34217188,-1.61614387,1.307650777,-4.958987717
1929,200.0155085,13.9897043,13.43455055,1.275932538,5.770711294,-3.523053196
1988,258.0193102,15.14888598,11.38130823,1.251049578,4.733263185,-2.252870001
1975,200.9345637,16.97427253,16.0446347,1.707265945,3.606187766,-2.548301144
1974,223.4286291,14.25512781,13.68566645,2.653359295,2.519049527,-4.725659249
1952,218.1324394,18.62685325,17.28926054,-4.011612106,3.247034702,-6.446206893
1971,202.3875332,18.11863534,16.79357482,5.42E-06,5.88777594,-4.117564145
1986,202.5524375,17.01857989,16.46840835,1.969314266,-0.784548434,-9.971476008
1946,214.0541758,16.16792518,14.72489253,0.033430729,-0.474717855,-8.353894991
1980,246.4120758,15.24973975,14.44194639,0.136242091,6.909720127,-3.672463171
1999,215.7948969,16.77057241,16.13537541,1.665967997,6.855278858,-2.673411166
1992,206.5754181,13.93935634,11.97625942,-1.140970315,5.813164709,-2.762947918
2015,223.4484738,17.32662283,17.1824347,-3.36965805,4.441533332,-1.62154876
2016,208.0949838,17.76157262,16.5256882,3.204695404,8.9208667,2.283408248
2009,212.8285115,17.17089051,15.97394768,-1.155819412,2.212389842,-6.603084209
2017,210.9193288,16.59538756,14.38556319,3.809927239,2.035891818,-5.995010265
2004,208.4891237,15.24842103,14.21826586,2.763944255,5.029729642,-2.769382693
1969,195.7722648,13.78427671,13.38732119,0.222661811,2.744552221,-6.770907219
1944,199.7705026,18.2269444,16.38317115,-3.142896004,2.259503879,-7.306892072
1936,293.8404701,14.96138344,12.37748099,-0.716498354,-0.01266029,-8.392444877
1971,184.1464476,17.9560337,17.31399834,-0.705053185,4.806572952,-5.491278534
1989,239.811276,14.88437307,14.09223558,-0.100834512,4.764086998,-6.984910659
1960,223.8616101,15.24967006,14.51949423,-4.304926024,5.925969547,-1.868240588
1982,186.8029254,13.33079526,13.08775617,1.271146988,1.533626279,-7.41180239
1937,171.6298269,16.08245221,15.39861123,-2.528914189,5.743000496,-4.002283302
1945,234.9184981,14.67874236,13.86075887,2.18371535,-0.525962043,-8.87561027
1938,204.4176161,15.3101206,14.77648651,-3.121695638,0.341226539,-6.887319612
1925,166.626285,16.83148953,15.59774398,-0.77394418,-0.306060361,-10.07603361
1992,190.0366018,14.18015988,11.50900415,-2.380660356,5.075113576,-4.073419387
1999,203.5998317,16.33365574,15.80695125,1.188445823,6.363512426,-3.963408467
1998,206.4908762,16.23119967,15.6861053,-1.218370129,2.517349619,-3.846309365
2002,203.3127917,17.28697998,16.66169043,3.226790295,6.498527183,-2.578143933
2004,188.4147377,14.96298284,14.44907512,0.780920874,4.594970665,-4.220702544
2009,200.8595078,16.956413,16.32836398,-1.011834591,1.74297719,-7.8114309
2015,215.6781862,16.49848055,17.06868175,-3.976753779,3.496144054,-2.568206985
1940,251.3170169,13.64718465,12.44790506,-2.188033642,4.835856335,-4.388316578
1958,317.6346378,10.8376918,10.80598736,-1.092015846,3.912903468,-5.139595647
1928,193.0322163,11.29852967,10.50606122,-0.196690613,0.332684534,-9.463058492
1980,257.7057207,12.23099016,11.83946591,-1.301293356,3.58070349,-5.80063008
1952,260.6612926,15.56678961,14.96232409,-5.976824636,-0.503923359,-9.421013011
1949,258.7949454,15.39268053,14.3054716,1.280620529,1.732644418,-6.647586213
1987,282.3287818,15.17326686,13.64441583,-3.82970452,1.476381671,-5.553744013
1979,251.1659211,13.42025104,12.05988488,-0.727728777,-0.990615492,-8.493148114
1961,298.3643293,12.53338166,11.42490193,-0.10151601,-0.050884968,-10.25044534
1943,217.2724604,15.58758005,14.24002117,-1.251479876,-2.341192521,-10.08050579
1991,441.5266234,15.24322664,14.15463192,0.469692948,1.115655968,-7.404377722
1956,297.6294027,14.93906385,13.52353589,-3.963338734,-0.950345245,-10.36797246
2006,266.0831397,13.25554312,11.8094994,-0.897210484,-2.972636023,-9.268665452
2016,256.8627,14.44625599,13.49179214,1.118410906,6.267219891,-0.034405638
1929,181.9101316,14.03529726,12.98566377,1.116519488,5.00581717,-4.086471444
1958,213.0446267,13.54844152,13.42321585,0.122317574,6.615615199,-3.097853083
1976,161.8601095,15.58937395,13.53328678,3.544957562,3.940928671,-3.437409986
1953,266.6026269,17.7762927,16.16080472,-1.148971574,3.742089495,-3.402369883
1944,227.9053738,17.73201971,15.86745645,-2.385948746,2.475345233,-7.072571608
1966,237.549174,14.91096851,13.43553652,1.221560942,7.09137382,-1.612008803
1978,187.5145909,16.09855946,13.66385103,0.997448612,0.567315416,-7.647767927
1993,224.0360309,15.22916528,14.34793567,1.040860431,2.546453929,-4.392120703
2009,209.9105847,16.22505666,15.30572439,-1.250894556,1.195230513,-7.157376516
2013,220.6617887,15.97929425,15.17710463,-0.998160654,6.526445076,-1.069455907
1955,192.8575988,13.69269673,13.03901478,0.781778322,4.764933835,-3.401492373
1929,184.0709604,14.22525119,13.49549964,1.449518866,6.210519716,-3.326005723
1940,188.5358672,16.87060047,15.06683392,-0.680755527,7.22448026,-2.58826253
1975,184.8148364,17.01085124,16.03265111,1.921321744,4.12315477,-2.179940806
1954,202.503696,18.37994043,16.29963428,-0.69017603,6.047522127,-4.606395079
1970,193.4771351,15.83648843,15.58092469,-0.486307366,2.339325448,-5.220172569
1948,187.0637839,15.92405663,14.24314518,-0.868574864,5.352708532,-3.784884239
1961,187.6296953,14.36207595,13.55057369,1.164786068,1.737055211,-7.762432923
1960,188.7722921,15.2645397,14.69293145,-2.929355785,6.732616074,-0.760670797
1993,187.573677,15.95034716,15.68301268,1.642171693,3.947923945,-3.43147291
1995,193.8327755,16.28825921,15.78997278,3.163622762,7.051531633,-1.070218269
2003,187.8487583,13.83804908,13.26990802,-0.833848289,4.877793723,-5.236408897
1997,190.6617776,16.21907285,15.41332489,-2.801620971,4.266649578,-3.568926061
1999,189.1714398,16.88218076,16.69633976,1.899150705,7.01006932,-2.178687128
2018,186.4777534,18.57862024,18.65702844,0.71550411,4.186570393,-6.379770761
1985,270.8128447,15.57701411,14.42569346,-0.10438608,8.487380962,-0.930089638
1950,293.3193299,16.35312438,15.44410823,-0.017546212,8.529236774,-3.156322385
1951,285.2603701,15.81370121,15.59333408,-2.956139498,1.269931474,-8.41326575
1958,285.9552626,15.13831627,14.7754954,0.627592953,8.985883245,-1.926136695
1959,300.4180447,17.10601712,15.18043961,1.425443176,3.041943057,-7.824374946
1928,239.1587576,14.28256517,14.4983335,2.224556802,4.582407977,-6.38178027
1987,277.8214751,18.19685903,16.56877615,-0.197342038,4.543338844,-2.910997036
1936,373.3064471,15.59074148,13.13508349,0.546769398,1.603814738,-7.086055182
2002,291.4040686,18.77317502,17.01966025,3.295177031,7.255994906,-1.495596119
2000,271.5808407,16.45076883,16.00451011,2.134341731,6.212087296,-3.070048168
2005,288.8617299,18.20431441,16.26651605,3.777473851,5.265662739,-4.3398463
1985,302.4119057,15.89581713,15.18124705,0.087768839,9.727631417,-0.352620741
1961,302.2471535,15.76111307,14.14750348,1.399069296,3.760943025,-6.917685931
1937,301.6659554,18.00253862,16.63840493,-1.702331717,8.264273027,-2.605761205
1990,305.2002422,18.05442599,16.96694714,-0.833926747,-0.110445138,-11.54853903
1940,301.7694186,17.53139857,15.50148988,-0.565067314,8.88898116,-2.500224278
2002,307.7222064,19.21382675,17.28946787,3.630141444,8.163046658,-1.06589524
1998,305.9348308,18.46482834,17.63248502,0.886761519,4.800387927,-2.102055765
2006,313.6463079,17.78695976,15.34456516,0.916197358,2.964365562,-5.13204508
1991,403.5233691,18.82328092,17.43774792,3.668075904,7.29419581,-3.29005579
1935,382.6087262,15.26759313,14.90296343,3.141813841,4.079904966,-4.717303401
1950,386.6379218,17.02405783,15.94873923,0.179305237,9.608585118,-2.568507462
1940,403.3109878,16.87818442,15.52962306,-0.502476219,8.729172377,-2.292436894
1980,424.9267225,16.19804653,14.88239747,0.953735238,7.74803222,-3.155556639
1979,335.1960626,16.48469397,15.03005398,3.292548542,6.216148819,-3.652620057
1928,345.0366536,14.52707083,14.74139141,2.816332693,5.668633557,-5.526514422
1937,379.6787188,17.05296387,16.35318094,-1.430158387,8.433762109,-2.310817157
1969,359.9097649,15.78311241,15.35978112,2.327491283,4.935596693,-4.757840301
1968,354.8771524,16.8491876,16.1418557,-0.749256308,6.743417263,-1.486930359
1998,379.2015075,17.90676869,17.28599353,0.426027458,4.956289252,-2.328552964
1946,214.2870068,14.76580409,13.62416813,-0.972029159,-1.542499868,-9.72852525
1960,239.2310359,14.57659472,13.60451619,-4.163236983,5.736789215,-2.109307534
1985,186.9666975,14.22550273,11.80372176,-1.487922083,5.741698759,-3.448685623
1963,194.43548,14.99095509,13.87786716,-0.869945994,1.784438806,-8.851396597
1976,184.1705811,14.88403716,12.92658049,2.899136638,3.682877951,-4.372231498
1939,173.0728282,16.67252827,15.71378902,-0.380599635,2.919361629,-5.841085404
1953,255.385188,16.75924896,15.66299843,-1.747406063,3.436344993,-4.022431419
1969,180.8250925,13.23243884,12.51365049,0.1798253,2.166699668,-6.74382627
1933,283.6715537,17.38736272,15.12354157,-3.771611738,2.606414128,-7.199583038
1951,235.4999025,14.26390071,13.81703238,-3.856705563,-1.728891952,-10.69917792
1968,235.6692863,15.80909366,14.34451735,-2.53286382,3.173275427,-3.917245623
1931,214.0358968,16.73010917,15.12592153,-0.807334619,2.51113758,-5.742309095
2012,323.1444182,15.5320065,12.41513079,1.170885258,5.489780406,-2.58405051
2004,200.2589752,15.23115685,13.56076254,1.39646714,4.48172823,-4.232581302
1962,200.007483,15.27272758,14.74176387,-0.112267607,0.579151414,-8.072121107
1943,194.6000301,17.79354841,16.72762457,-0.700119958,-0.803507272,-9.319867877
1965,189.4628529,14.91265408,14.1013504,0.595467088,0.153275163,-7.956107823
1956,239.1037365,16.40224794,14.93502198,-4.41993388,0.844654421,-9.671918108
1961,227.5348267,14.19261597,12.94324171,-0.269764509,1.732152163,-9.586121969
1989,413.0834651,15.15738961,13.48269688,-0.622427904,3.684366046,-7.696830313
1960,291.8086349,14.67547523,13.8588434,-5.061352501,5.345968432,-2.466386933
1971,167.4995992,18.14557805,16.78097594,-1.359812814,3.28368648,-6.574299293
2013,253.9225725,16.1038788,14.72575691,-1.712606499,4.548259554,-3.68053674
2005,259.5250472,17.51031441,15.89193419,1.165885963,2.812910482,-6.722349881
2018,183.4684515,18.02309704,17.68681052,-1.66865405,2.240587781,-8.298600774
1988,436.0330708,16.24598684,12.0130947,1.079823015,7.033327177,-1.970148973
1934,540.0202823,19.59191496,16.84180974,-0.431854041,9.942601576,-2.111594317
1983,438.2637958,16.25837743,15.67814361,2.220963476,10.18790739,1.363330261
1968,353.8229665,17.20646557,16.84184021,-0.406768667,7.09516599,-1.387238679
1986,375.37994,18.6252142,17.93629207,3.696495222,2.415965524,-8.211790215
1991,380.6185616,18.83654817,17.7841556,3.649037681,6.729102632,-3.762084712
1984,347.8826442,19.04637979,16.74228863,3.307698749,-1.767017219,-10.07045866
1965,343.9310563,17.11590107,15.91811037,2.269154952,5.864951955,-4.038736929
1982,336.3148822,15.31371998,14.8454203,3.018036568,4.858041805,-5.421786013
1926,342.5255685,15.18835363,13.84921216,-0.66012088,6.047754168,-5.771327493
1971,376.7599496,18.4801302,18.79616917,0.512647893,9.822891645,-2.383909218
1943,387.5383615,19.2665159,18.68166993,2.63544383,5.205561377,-4.646129401
1998,385.2102193,18.30528447,17.63338667,0.943134666,5.458270914,-2.065553348
2003,373.0345791,15.18254545,14.71157549,0.243651864,7.425299696,-3.394799311
2011,418.1779705,19.05175152,17.65130736,0.264538472,2.619693963,-6.090570649
2004,306.6258639,16.56473799,16.44505539,3.965571524,7.645204821,-2.338850991
1952,271.0753525,19.0187709,17.53203411,-3.372354807,4.343117554,-5.351594697
1946,251.4529338,16.89979482,15.14965783,0.922061068,1.089191944,-7.680773759
1931,272.6944877,17.56092723,16.01336586,0.458579145,4.723228085,-3.979390732
1977,253.9295093,16.14947171,15.04755819,-4.957467391,3.338321927,-8.215232889
1967,228.8124676,16.90268544,16.47001802,1.716315478,5.133440022,-4.145989979
1983,377.6600184,16.32921621,15.12402027,1.765690228,8.783805362,0.690823807
1986,231.6352519,17.60109245,17.11238104,2.986962317,0.307218184,-8.98687089
1961,259.8361953,14.69531427,13.89201824,1.357280086,2.582111109,-7.321714808
1930,318.0863027,15.02077001,14.00375942,-1.446482717,4.821395691,-4.405871957
1987,261.9099317,18.10991618,16.50327253,-0.00438463,4.525223611,-2.860901923
1957,300.2114354,17.51150505,16.8565728,0.084640667,7.136596441,-0.814270711
1933,391.8532364,17.86160122,15.74586347,-2.596018694,5.099293399,-5.130043579
1948,228.9829804,15.91571928,14.85336856,-0.310715119,6.654735011,-3.310945289
1975,261.9194173,16.69128146,16.44220528,2.239462683,4.613003165,-1.958595184
1941,245.1653435,17.20745485,15.68405801,-0.865798109,7.549794164,-1.588356406
2002,304.3569715,18.54853585,16.72314361,3.224222259,6.962305605,-1.336455177
1998,271.8713239,17.66024339,16.92882619,0.442701999,3.809707575,-2.543481375
1992,233.3103458,14.92013316,12.68900621,-0.622512148,6.712787199,-2.234071036
2012,407.3112829,16.13200607,13.00470276,2.954339989,7.061574206,-0.939912671
2008,257.0038692,17.8528822,15.51795236,-0.647529364,4.057732653,-3.215271904
1948,219.8529609,15.78676985,14.45285727,-0.986897485,6.457087473,-3.850440857
1970,236.9477686,16.03725608,15.82185973,-0.648236172,2.078889468,-5.33872129
1980,226.6563851,14.9337426,14.80071405,0.164365133,6.851867956,-3.78944834
1958,226.0806557,14.73021157,14.23732729,0.257665959,8.566608802,-2.48932295
1966,234.9262675,14.80285561,13.80973186,1.690655055,9.103993726,-1.059367843
1947,246.9008091,15.94633716,15.14317056,1.699113734,8.46587298,-2.606220038
2001,225.7704636,15.22392251,15.04747782,-1.422440915,-2.929103051,-11.30126573
1992,217.9836134,13.73669053,12.22843267,-1.250886413,6.307884445,-2.823603297
2000,222.4947071,15.44400808,15.33116067,1.313742366,5.694474015,-3.633964682
2008,221.7269289,17.44213711,15.51594683,-0.93516359,3.248536847,-3.883448863
1981,174.2551872,17.30549733,16.01503642,-0.643579131,4.907065316,-4.02742082
1939,156.5761692,17.5985364,16.84583559,0.710735166,4.869830399,-4.13047002
1970,261.5224802,15.97481837,15.68949775,-0.31456565,2.44222371,-5.152249528
1944,265.922855,17.9775157,16.15460242,-1.772435077,3.118637059,-6.13775837
1942,227.4359441,17.08124811,16.1038814,1.027669119,7.490651884,-0.920719
1936,398.380694,14.55011172,12.48451935,0.754833093,0.618796158,-7.244358398
1986,168.3623578,16.97536872,16.42238632,3.199334264,-0.307367623,-8.944128265
1962,194.3913964,16.11469225,15.75197298,1.632284698,3.016528278,-5.246397691
1988,334.8785903,15.40533663,11.56481801,1.713975349,5.218896748,-1.781340708
2002,284.9356064,17.9487652,16.22507318,3.275505503,6.790663299,-1.327675131
1994,180.1809674,17.27048353,16.59716504,0.014034138,3.49098267,-3.519481935
