year,Loss,tmin6,dpt6,dpt11,tmax12,dpt12,tmin6_2,dpt6_2,dpt11_2,tmax12_2,dpt12_2,tmin6_3,dpt6_3,dpt11_3,tmax12_3,dpt12_3,tmin6_dpt6,tmin6_dpt11,tmin6_tmax12,tmin6_dpt12,dpt6_dpt11,dpt6_tmax12,dpt6_dpt12,dpt11_tmax12,dpt11_dpt12,tmax12_dpt12,tmin6_2_dpt6,dpt6_2_tmin6,tmin6_2_dpt11,dpt11_2_tmin6,tmin6_2_tmax12,tmax12_2_tmin6,tmin6_2_dpt12,dpt12_2_tmin6,dpt6_2_dpt11,dpt11_2_dpt6,dpt6_2_tmax12,tmax12_2_dpt6,dpt6_2_dpt12,dpt12_2_dpt6,dpt11_2_tmax12,tmax12_2_dpt11,dpt11_2_dpt12,dpt12_2_dpt11,tmax12_2_dpt12,dpt12_2_tmax12,tmin6_dpt6_dpt11,tmin6_dpt6_tmax12,tmin6_dpt6_dpt12,tmin6_dpt11_tmax12,tmin6_dpt11_dpt12,tmin6_tmax12_dpt12,dpt6_dpt11_tmax12,dpt6_dpt11_dpt12,dpt6_tmax12_dpt12,dpt11_tmax12_dpt12
1988,372.1634541,15.71373381,11.66933428,1.661610627,5.854533191,-1.690302655,246.9214303,136.1733624,2.760949877,34.27555889,2.857123065,3880.057627,1589.052486,4.587623657,200.6673972,-4.829402702,183.3688126,26.11010709,91.99657615,-26.56096598,19.38988985,68.31850484,-19.72470671,9.727954568,-2.808624855,-9.895932996,2881.40871,2139.79197,410.2872726,43.38483143,1445.609709,538.5970086,-417.3719491,44.89607131,226.2671062,32.21844703,797.2314702,399.9729542,-230.1741961,33.34072411,16.16407269,56.9526329,-4.666840906,4.747426048,-57.93606818,16.72712181,304.6875677,1073.538799,-309.9487907,152.8624886,-44.13398334,-155.5020569,113.5187537,-32.77478228,-115.4789501,-16.44318743
2004,203.9369693,15.94302688,15.014357,4.149535693,5.926011897,-2.667661756,254.1801062,225.430916,17.21864647,35.117617,7.116419242,4052.400267,3384.700251,71.4493881,208.1074161,-18.98419945,239.3742972,66.15615911,94.47856699,-42.53060309,62.30261026,88.97525818,-40.05322594,24.59019788,-11.06955767,-15.8085953,3816.350856,3594.051154,1054.729423,274.5173435,1506.274333,559.881112,-678.0665484,113.4572633,935.4336323,258.5269051,1335.90629,527.2684385,-601.3734332,106.848459,102.0379038,145.7218052,-45.93352467,29.52983565,-93.68192382,42.17198509,993.2921904,1418.534933,-638.569658,392.0421859,-176.4822556,-252.0368599,369.2060096,-166.2022907,-237.3558934,-65.59833046
2018,256.0520285,18.811619,19.11894511,1.34780245,4.882837772,-5.521681788,353.8770095,365.5340621,1.816571444,23.84210471,30.48896977,6656.999476,6988.625669,2.448379444,116.4171294,-168.3503891,359.6583111,25.35434618,91.85408381,-103.871774,25.76856106,93.35470734,-105.568731,6.581100712,-7.442136242,-26.9614764,6765.75512,6876.287509,476.9563004,34.1726499,1727.924028,448.5085899,-1953.996238,573.546883,492.6677045,34.73092973,1784.843525,455.8358912,-2018.362774,582.9169394,8.870023664,32.13444714,-10.03052946,41.09310815,-131.6485153,148.8726932,484.7483529,1756.153186,-1985.918746,123.8011592,-139.9986315,-507.1890217,125.8237033,-142.2857943,-515.4749873,-36.33874395
1951,391.1475282,16.54775596,16.07610035,-2.181817908,2.290581779,-7.982395094,273.8282274,258.4410024,4.760329385,5.246764886,63.71863143,4531.242682,4154.723488,-10.3861719,12.01814405,-508.6272909,266.0233854,-36.1041903,37.90398829,-132.090726,-35.07512363,36.82362253,-128.3257845,-4.997632346,17.41613257,-18.28432875,4402.090061,4276.618638,-597.4433303,78.77276896,627.2259482,86.82218493,-2185.805099,1054.400363,-563.8712072,76.52753288,591.980251,84.34751881,-2062.978189,1024.347113,10.90392375,-11.44748559,-37.99882993,-139.0224512,-41.88175029,145.9527361,-580.4145862,609.3483193,-2123.503766,-82.69960045,288.1979115,-302.5646102,-80.34243909,279.9834948,-293.9407038,39.89307592
1978,367.4851806,16.24966112,15.15846231,2.992378156,3.84810805,-5.209524066,264.0514866,229.7789796,8.954327028,14.80793556,27.139141,4290.747175,3483.096002,26.7947326,56.98253604,-141.3820082,246.3198757,48.62513098,62.53045177,-84.65300068,45.35985149,58.33140084,-78.96837421,11.51499447,-15.58886602,-20.0468115,4002.614507,3733.830551,790.1419004,145.5047798,1016.098651,240.6239348,-1375.582574,441.0018443,687.5855992,135.7338288,884.2143411,224.4655331,-1197.039124,411.3876459,34.45721792,44.31094291,-46.64778215,81.21057269,-77.14229669,104.4343469,737.0822153,947.8654964,-1283.20932,187.114758,-253.3137901,-325.7538934,174.5496097,-236.303238,-303.8788365,-59.98764082
1952,451.2561078,19.39609645,17.72443969,-2.645912844,5.865927981,-4.098021378,376.2085575,314.1557625,7.000854775,34.40911108,16.79377922,7296.977467,5568.234867,-18.52365157,201.8413675,-68.82126626,343.7849419,-51.32038071,113.7761049,-79.48561791,-46.89732263,103.9702868,-72.63513279,-15.52073418,10.8430074,-24.03869827,6668.08589,6093.39547,-995.4150542,135.7892545,2206.812304,667.4024372,-1541.710711,325.7337615,-831.2287669,124.0862283,1842.815078,609.8822142,-1287.417031,297.660327,41.06650992,-91.04350893,-28.68965254,-44.43487612,-141.0092728,98.51109942,-909.6249931,2016.61771,-1408.838041,-301.0416572,210.3120173,-466.2569102,-275.0963171,192.1862307,-426.0724578,63.60430049
1967,309.2361124,17.08588419,16.44326291,2.213112352,6.103595656,-3.734378754,291.9274384,270.3808952,4.897866283,37.25387993,13.94558468,4987.838403,4445.944145,10.83952837,227.3826197,-52.07809515,280.9476857,37.81298134,104.2853285,-63.8051629,36.39078826,100.3630281,-61.40537167,13.50794294,-8.264599749,-22.79313794,4800.23962,4619.696661,646.0682198,83.68437607,1781.807045,636.5154779,-1090.167624,238.2726448,598.3832989,80.536903,1650.295657,612.5753421,-1009.70467,229.3109154,29.89459537,82.44702184,-18.29048779,30.86314572,-139.1200977,85.11821008,621.7687936,1714.791074,-1049.165069,230.7951486,-141.2079941,-389.4409151,222.1146571,-135.8969865,-374.7935597,-50.44377512
1998,415.0444955,18.03475019,17.26367021,0.657661693,5.210520182,-2.189012382,325.2522143,298.0343089,0.432518903,27.14952056,4.79177521,5865.842431,5145.166019,0.284451114,141.4631248,-10.48925527,311.3459794,11.86076434,93.97042981,-39.47829147,11.35365458,89.95270201,-37.79038784,3.426759525,-1.43962959,-11.4058932,5615.04696,5374.974309,213.9059219,7.80037036,1694.733226,489.634821,-711.9811244,86.41846885,196.0057482,7.466863693,1552.913782,468.7003692,-652.4007926,82.72362692,2.253648471,17.85519966,-0.946789233,3.151366998,-59.43063668,24.96764144,204.760324,1622.274509,-681.5402041,61.80075198,-25.96336001,-205.7024344,59.15844631,-24.85329045,-196.9075785,-7.501219031
2000,365.3130818,16.94550215,16.26107891,3.042900098,7.414440424,-2.47177916,287.150043,264.4226872,9.259241004,54.9739268,6.109692214,4865.901669,4299.798181,28.17494535,407.6009051,-15.10180989,275.5521475,51.56347013,125.6414161,-41.88553905,49.48083859,120.5668008,-40.19379595,22.56140149,-7.521377046,-18.32685932,4669.369506,4480.775213,873.7688937,156.9024883,2129.056886,931.5607945,-709.7714919,103.5318025,804.6118206,150.5652486,1960.546261,893.9353614,-653.5944875,99.35018718,68.65209079,167.2801672,-22.88679895,18.59118303,-135.8834066,45.29994893,838.4776565,2043.064981,-681.1040556,382.3142773,-127.4535109,-310.5578339,366.8727298,-122.3057056,-298.0145055,-55.76680201
2010,387.19754,19.96510485,19.60064037,3.596277949,4.100755564,-4.072995241,398.6054116,384.1851028,12.93321509,16.8161962,16.58929023,7958.198836,7530.274035,46.51143623,68.95911013,-67.56810017,391.32884,71.80006632,81.8720148,-81.31777704,70.48935074,80.37743505,-79.83331494,14.74745681,-14.64762297,-16.7023579,7812.921322,7670.295859,1433.495852,258.2129952,1634.58336,335.7371202,-1623.517945,331.2069189,1381.636414,253.4992977,1575.449198,329.608214,-1564.784096,325.1607118,53.03595373,60.47571557,-52.6769235,59.65969866,-68.49228709,68.02862423,1407.327278,1604.743918,-1593.880503,294.4345215,-292.4413284,-333.4643267,289.0595973,-287.1027901,-327.3769105,-60.06632141
1973,345.7049807,17.60703558,17.43047126,1.40920368,3.50092585,-4.254865627,310.0077021,303.8213283,1.985855011,12.25648181,18.1038815,5458.316641,5295.748932,2.798474188,42.90903398,-77.0295831,306.8989277,24.81189933,61.64092601,-74.91557049,24.56308424,61.02278741,-74.16431302,4.93351759,-5.995972297,-14.89596906,5403.580341,5349.392939,436.8639945,34.96501984,1085.313978,215.8003113,-1319.041115,318.7556858,428.1461339,34.61438869,1063.655942,213.6362539,-1292.718927,315.5591862,6.952331141,17.27187926,-8.449546224,25.51205643,-52.14968314,63.38034673,432.4830982,1074.430389,-1305.813698,86.86461975,-105.5712976,-262.2738573,85.99353656,-104.5126228,-259.6437606,-20.99145441
1983,375.1613586,16.49428803,15.53161982,2.01369023,9.59830798,1.025857462,272.0615375,241.2312143,4.054948344,92.12751607,1.052383532,4487.461361,3746.711509,8.165409866,884.2682727,1.0795955,256.1830109,33.21438666,158.3172564,16.92078845,31.2758711,149.0772705,15.93322809,19.32801901,2.065759149,9.846495864,4225.556369,3978.937129,547.8476602,66.88348593,2611.330427,1519.577785,279.0963584,17.3583171,485.7649394,62.97991608,2315.411489,1430.889555,247.4688412,16.34522093,38.92064305,185.5162791,4.159799017,2.119174438,94.50969982,10.10110126,515.8732262,2458.923437,262.8072533,318.8019125,34.0732264,162.4109388,300.1954431,32.08458575,152.9320303,19.82779253
1976,354.4867333,16.43140392,14.94754034,3.81997451,6.235373133,-2.204264164,269.9910349,223.4289623,14.59220526,38.8798781,4.858780506,4436.331751,3339.713427,55.74185213,242.4305473,-10.71003575,245.609073,62.76754416,102.4559346,-36.21915484,57.0992231,93.20349145,-32.94832752,23.81896643,-8.420232922,-13.74440955,4035.701886,3671.251527,1031.358871,239.7704187,1683.494845,638.8509817,-595.131563,79.83658508,853.4929407,218.1175768,1393.162948,581.1585464,-492.4964548,72.62681763,90.98784462,148.5201433,-32.16507513,18.56041769,-85.70152202,30.29630943,938.2203984,1531.464215,-541.3872781,391.3790584,-138.3562483,-225.839945,356.0349616,-125.8617713,-205.4451162,-52.50329413
1951,336.3102146,16.91668561,16.28729515,-2.444380687,2.849973226,-7.700769264,286.174252,265.2759835,5.974996945,8.12234739,59.30184726,4841.11985,4320.62824,-14.60516714,23.1484726,-456.6698427,275.5270515,-41.3508196,48.21210106,-130.2714926,-39.81234973,46.41835512,-125.4247019,-6.966419514,18.82361167,-21.94698622,4661.004508,4487.590412,-699.5188147,101.0771448,815.5889561,137.4031972,-2203.761884,1003.190706,-648.4354908,97.31653879,756.0294504,132.2910693,-2042.82914,965.8666895,17.02858132,-19.8541091,-46.01207283,-144.9562902,-62.54832313,169.0086769,-673.4930036,785.24472,-2121.77025,-117.8487287,318.4331206,-371.270266,-113.4641308,306.5857191,-357.4570424,53.64678927
1977,329.5374474,16.99984219,15.59760458,-4.917251592,4.539771862,-7.521485677,288.9946346,243.2852686,24.17936322,20.60952856,56.57274679,4912.863184,3794.66742,-118.8960123,93.56255785,-425.5111047,265.1568165,-83.59250109,77.17540525,-127.8640696,-76.69734594,70.80956639,-117.3171594,-22.32320041,36.98503742,-34.14582904,4507.624037,4135.811175,-1421.059327,411.045359,1311.969711,350.3587332,-2173.669005,961.7277679,-1196.294874,377.1401464,1104.459617,321.459277,-1829.866663,882.3993344,109.7687928,-101.3422371,-181.8647341,-278.1824292,-155.0142739,256.827364,-1303.842778,1203.751454,-1994.373197,-379.4908843,628.7397996,-580.4737052,-348.188453,576.877989,-532.5931394,167.9036322
1965,335.3978218,16.96923783,15.84099095,2.077903441,4.729005696,-4.202060744,287.9550326,250.9369941,4.317682711,22.36349487,17.6573145,4886.377433,3975.090652,8.971727763,105.7570947,-74.19710811,268.8095429,35.26043769,80.24762237,-71.30576816,32.9160496,74.91213641,-66.5648062,9.82641721,-8.731476481,-19.8715692,4561.493064,4258.209534,598.3427532,73.26778481,1361.740989,379.4914633,-1210.004539,299.6311692,521.4228436,68.39637273,1186.682475,354.2599198,-1054.452492,279.7093591,20.41834613,46.46918296,-18.14316503,36.69019456,-93.97276392,83.50154085,558.5602741,1271.201859,-1129.554028,166.7468107,-148.166501,-337.2053838,155.660186,-138.3152399,-314.7853477,-41.29120201
1929,341.9994447,15.54461058,14.70276111,1.576057708,7.97485771,-2.915384327,241.634918,216.1711843,2.483957899,63.59835549,8.499465774,3756.120703,3178.313281,3.914860993,507.1878356,-24.7792093,228.5486959,24.49920332,123.9660575,-45.31851405,23.17239998,117.2524278,-42.8641993,12.56883596,-4.59481394,-23.24977518,3552.700476,3360.296878,380.8305751,38.61215823,1927.004089,988.6116695,-704.4586529,132.1208856,340.6982612,36.5210396,1723.934435,935.0714277,-630.2220825,124.9656148,19.8092108,100.2346784,-7.241691928,13.39564855,-185.4136488,67.78203015,360.2059338,1822.643329,-666.3072859,195.3776605,-71.42459338,-361.4087012,184.7965926,-67.55645171,-341.8358903,-36.64298738
1963,331.5246119,16.92037212,15.85292437,0.176076577,5.590815901,-6.923651614,286.2989926,251.3152112,0.031002961,31.25722244,47.93695168,4844.285491,3984.081037,0.005458895,174.7533763,-331.8987529,268.2373795,2.979281209,94.59868549,-117.1507617,2.791328664,88.63078167,-109.7601254,0.984411728,-1.219092879,-38.70886154,4538.676278,4252.346892,50.4105467,0.524581638,1600.64496,528.8838351,-1982.234482,811.1110605,44.25072221,0.491487597,1405.057079,495.5183835,-1740.018968,759.9408696,0.173331848,5.503664744,-0.214653702,8.440574378,-216.4141186,268.0066717,47.2303197,1499.665807,-1857.182166,16.65661276,-20.62750515,-654.9683415,15.60580468,-19.32618721,-613.6486546,-6.815723852
2010,334.3953532,20.41372714,19.6481753,3.278475471,4.120852219,-4.935737125,416.7202556,386.0507925,10.74840141,16.98142301,24.36150097,8506.813589,7585.193643,35.23837038,69.97793471,-120.2419648,401.0924892,66.92590368,84.12195277,-100.7567909,64.41606075,80.96722677,-96.97822825,13.51011292,-16.1816931,-20.33944329,8187.792631,7880.735538,1366.207136,219.4149336,1717.24259,346.6541358,-2056.821636,497.3090334,1265.658054,211.1864751,1590.858265,333.6539761,-1905.445229,478.6590415,44.29257381,55.67317881,-53.05128389,79.86858336,-83.81584,100.3901453,1314.971887,1652.842874,-1979.68709,275.7917587,-330.3286674,-415.2038453,265.4490669,-317.9407425,-399.6329471,-66.6823659
1948,200.9319446,15.97352155,14.61195134,-0.48469536,5.729553584,-3.747843708,255.1533908,213.5091219,0.234929592,32.82778427,14.04633246,4075.698187,3119.7849,-0.113869283,188.088549,-52.64345872,233.4043196,-7.742291777,91.52114766,-59.86626224,-7.082345012,83.71995816,-54.76330988,-2.777088036,1.816562455,-21.47347135,3728.28893,3410.492561,-123.6716646,3.752652899,1461.915025,524.3753196,-956.2750302,224.3693943,-103.4868807,3.432779764,1223.311955,479.6779863,-800.1988191,205.2443264,1.346041685,-15.91147471,-0.880479393,-6.808192166,-123.0334047,80.47921448,-113.1299907,1337.302556,-874.7629107,-44.3598756,29.01689952,-343.0069574,-40.57867525,26.54352219,-313.7693184,10.40809192
1959,291.192179,16.0853435,15.01957598,1.679073872,1.540950517,-8.186026605,258.7382755,225.5876627,2.819289066,2.374528496,67.01103159,4161.894038,3388.23104,4.733794607,3.659030913,-548.5540874,241.5950389,27.00847998,24.78671838,-131.6750498,25.21897759,23.14442337,-122.9506486,2.58736975,-13.74494338,-12.61426193,3886.139188,3628.655043,434.4406779,45.34923305,398.7028794,38.1951065,-2118.038407,1077.895461,378.7783501,42.34452634,347.6194254,35.66441116,-1846.666608,1006.47728,4.344384944,3.987008754,-23.0787753,112.5164722,-19.43795344,103.2606838,405.6559173,372.2860001,-1977.703416,41.61873119,-221.0921357,-202.9047361,38.86119656,-206.4432215,-189.4608655,-21.18027761
1950,301.0917784,15.60104771,15.23849764,0.088866094,7.914380424,-3.082743487,243.3926897,232.2118103,0.007897183,62.6374175,9.503307405,3797.180964,3538.559124,0.000701792,495.7363509,-29.29625901,237.7365287,1.386404175,123.4726266,-48.09402822,1.354185766,120.6032674,-46.97637935,0.703320076,-0.273951373,-24.3980047,3708.938927,3622.747532,21.62935768,0.123204324,1926.302338,977.2093389,-750.3172288,148.2615522,20.6357566,0.1203412,1837.812606,954.5001388,-715.8494459,144.8161275,0.062501308,5.566342642,-0.024344989,0.844521811,-193.0950908,75.21279009,21.12671675,1881.537329,-732.8807355,10.97253006,-4.27392844,-380.6344354,10.71754132,-4.174607351,-371.7889371,-2.168155383
1943,246.0297152,18.83152099,17.69531803,2.057615384,2.35477945,-5.797078752,354.626183,313.1242803,4.233781067,5.544986257,33.60612205,6678.15041,5540.833723,8.711493054,13.05721969,-194.8173361,333.229753,38.74802729,44.34407865,-109.1678102,36.4101586,41.66857126,-102.5811522,4.845230421,-11.92815842,-13.65084191,6275.22309,5896.606457,729.6842895,79.72853705,835.066448,104.4205251,-2055.79591,632.854393,644.289336,74.91810245,737.3386204,98.12029531,-1815.206112,594.6710175,9.969620651,11.40944903,-24.54356226,69.14847372,-32.14472201,79.1350056,685.6586661,784.6825745,-1931.759121,91.2430584,-224.6253657,-257.0661161,85.73789324,-211.0725568,-241.5559891,-28.08818232
1931,208.8865795,17.30408557,15.81504526,0.587344881,4.312074953,-4.142077901,299.4313773,250.1156564,0.344974009,18.5939904,17.15680934,5181.386174,3955.590426,0.202618718,80.17868025,-71.0648408,273.6648964,10.16346607,74.61651395,-71.67487042,9.288885867,68.19566052,-65.50714945,2.532675148,-2.43282825,-17.86095037,4735.520783,4328.022721,175.8694865,5.969459765,1291.170542,321.7520008,-1240.268091,296.8828968,146.9041504,5.45577956,1078.517457,294.0647996,-1035.998533,271.3357161,1.487553782,10.92108507,-1.428909218,10.07696413,-77.01775671,73.9814478,160.7356759,1180.063545,-1133.541319,43.82562747,-42.09786821,-309.0674135,40.05437208,-38.47528887,-282.4717384,-10.49053776
1980,300.1489261,15.33320504,14.45658719,0.754564508,7.003676393,-3.35225315,235.1071769,208.9929132,0.569367597,49.05148302,11.23760118,3604.94655,3021.324273,0.429624581,343.5407136,-37.67128397,221.6658156,11.56989232,107.3888062,-51.40078491,10.90842761,101.2492584,-48.46213996,5.284725634,-2.52949125,-23.47809625,3398.847402,3204.531191,177.4035313,8.730230113,1646.614585,752.1164467,-788.1387744,172.3084431,157.6986348,8.231112313,1463.718733,709.1170411,-700.5971518,162.4573613,3.987666399,37.01250816,-1.908664321,8.479495012,-164.4329885,78.70452213,167.2611572,1552.47564,-743.0799288,81.03178174,-38.78520799,-359.9944638,76.39909691,-36.56781081,-339.4131456,-17.71573815
1975,207.8502655,17.14257471,16.32279194,2.058912057,4.44119313,-2.112714631,293.8678678,266.4335369,4.239118859,19.72419642,4.463563112,5037.651879,4348.939189,8.727972931,87.59896564,-9.430235093,279.8146804,35.29505377,76.13348505,-36.21736841,33.60719314,72.49267145,-34.48540136,9.144026084,-4.349893627,-9.382973705,4796.744065,4567.356812,605.0480962,72.66941176,1305.123956,338.1235108,-620.8589439,76.51696413,548.5632215,69.19425517,1183.282794,321.9539544,-562.8980315,72.85781201,18.82674556,40.61038583,-8.956048436,9.190083909,-41.67159836,19.82354583,576.1138193,1242.711036,-591.1685693,156.7521503,-74.5683765,-160.8483278,149.2560353,-71.00240866,-153.1563276,-19.31871769
1930,308.4292361,14.64594168,13.70538149,-1.116309772,3.947402816,-4.458954658,214.5036076,187.8374818,1.246147507,15.58198899,19.88227664,3141.607326,2574.384346,-1.391086639,61.50838724,-88.65417002,200.728218,-16.34940781,57.81343142,-65.30558986,-15.29945129,54.10066149,-61.11167463,-4.406524338,4.977574657,-17.60129017,2939.853773,2751.056803,-239.4524733,18.25100371,846.7321448,228.212902,-956.4618602,291.1946641,-209.6848165,17.07892698,741.4702047,213.5571035,-837.5588144,272.4941862,4.919046178,-17.39432658,-5.55651523,-22.1947797,-69.4793824,78.4833548,-224.0748712,792.3551329,-895.0380224,-64.53769845,72.90126812,-257.7874693,-60.39309709,68.21955957,-241.2323965,19.64849222
1991,285.6893673,18.36114692,16.89255993,3.683609972,5.256475064,-3.379097892,337.1317163,285.358581,13.56898242,27.63053009,11.41830256,6190.124976,4820.43693,49.98283896,145.2391924,-38.58356211,310.1667748,67.6353039,96.51491094,-62.04411285,62.2256022,88.79532003,-57.08161364,19.36280396,-12.44727869,-17.7621438,5695.017722,5239.510831,1241.861752,249.1420799,1772.12446,507.3282226,-1139.201072,209.6531309,1051.149714,229.2148488,1499.980265,466.7503855,-964.2545793,192.8843603,71.32501775,101.7800962,-45.8509199,42.06057317,-93.36626598,60.02002268,1142.533424,1630.383917,-1048.083895,355.5232884,-228.5463128,-326.1333321,327.0873263,-210.2664012,-300.0480787,-65.42881004
1997,270.3593541,16.87685168,15.81440428,-2.428811903,4.905391563,-3.072748262,284.8281228,250.0953826,5.89912726,24.06286639,9.441781881,4807.001984,3955.109488,-14.32787051,118.0377818,-29.01221886,266.8973554,-40.99069826,82.78756586,-51.85831668,-38.41021334,77.57584531,-48.59368325,-11.91427342,7.463127553,-15.0730334,4504.387083,4220.822679,-691.7939349,99.55869584,1397.19347,406.1054271,-875.2051192,159.3475524,-607.4346421,93.29118337,1226.81578,380.5398971,-768.4801522,149.3161557,28.93752909,-58.4441763,-18.12653304,-22.93231222,-73.93913086,46.31563718,-648.2434738,1309.236036,-820.108385,-201.0754254,125.9540968,-254.3853491,-188.4171365,118.0249163,-238.3710438,36.60956293
2017,230.602683,16.57484565,14.78557066,3.52523731,2.666860023,-5.656371561,274.7255085,218.6130998,12.42729809,7.112142382,31.99453924,4553.5329,3232.319435,43.80917491,18.9670882,-180.9730019,245.0685516,58.43026431,44.20279326,-93.75348559,52.12264536,39.43104732,-83.63268141,9.401314455,-19.94005207,-15.08475119,4061.973418,3623.478387,968.4726125,205.9805478,732.6544758,117.8826623,-1553.949553,530.3045497,770.663056,183.7446941,583.0105364,105.1570838,-1236.556921,473.0575208,33.14186448,25.07198968,-70.29341553,112.7883435,-40.22891991,85.32495765,863.9248018,653.5635232,-1386.198786,155.825336,-330.5032854,-250.0274227,139.0037992,-294.8250489,-223.0366547,-53.17732772
2008,255.1314267,17.70274843,15.38599731,-0.436369232,4.075934856,-3.018262007,313.3873018,236.7289132,0.190418107,16.61324495,9.109905543,5547.816564,3642.310421,-0.083092603,67.71450415,-27.49608179,272.3744396,-7.724934733,72.15524935,-53.43153299,-6.713975827,62.71232272,-46.43897112,-1.778612562,1.317076674,-12.30223932,4821.776183,4190.752395,-136.7525762,3.370923835,1277.346227,294.1000958,-945.8849866,161.270366,-103.301214,2.929772475,964.8916286,255.6113421,-714.5098847,140.1649822,0.776131798,-7.249508936,-0.574731736,-3.975282484,-50.14312604,37.13138153,-118.855825,1110.180472,-822.0974229,-31.48633073,23.31587701,-217.7834477,-27.36572809,20.26453816,-189.282221,5.368318721
2015,251.3401085,17.76315951,17.12113767,-3.07110726,4.641701904,-1.189780063,315.5298357,293.1333552,9.431699802,21.54539657,1.415576599,5604.806801,5018.776532,-28.96576174,100.0073083,-1.684224816,304.1254995,-54.55256812,82.45129131,-21.13425304,-52.58085021,79.47121734,-20.37038827,-14.25516442,3.65394219,-5.522604385,5402.229757,5206.974546,-969.0259691,167.536788,1464.595439,382.7143159,-375.4111079,25.14511292,-900.2439754,161.4814308,1360.637653,368.8817009,-348.764222,24.23628184,43.77913893,-66.16822381,-11.22164839,-4.34738757,-25.63428329,6.570684595,-934.0020293,1411.65991,-361.842456,-253.2167593,64.90555795,-98.09890259,-244.0646325,62.55964729,-94.55327,16.96051042
2018,200.5041064,18.75285629,19.14486626,1.3915225,4.448123464,-5.693765349,351.6696191,366.525904,1.936334869,19.78580235,32.41896385,6594.809828,7017.089412,2.694453538,88.00969168,-184.585973,359.0209256,26.09502147,83.41502008,-106.7743633,26.64051216,85.15872881,-109.0063761,6.189663884,-7.923002594,-25.32657124,6732.667824,6873.407604,489.3561876,36.31180953,1564.269884,371.040308,-2002.324291,607.9481701,510.0290424,37.07087209,1630.352474,378.7965398,-2086.912492,620.656727,8.613056564,27.53238916,-11.02503638,45.11171763,-112.6557158,144.2035538,499.5856961,1596.969403,-2044.180906,116.0738773,-148.578929,-474.9455509,118.5002872,-151.684825,-484.8738192,-35.24249374
1981,323.4551063,18.18838906,16.65497926,-0.050874058,5.945502166,-3.432647951,330.8174964,277.3883342,0.00258817,35.34899601,11.78307196,6017.037331,4619.896953,-0.000131671,210.1675324,-40.44713781,302.9272425,-0.925317162,108.1391065,-62.43433643,-0.847306383,99.02221528,-57.17068044,-0.302471823,0.174632731,-20.40881583,5509.758542,5045.246942,-16.83002855,0.047074639,1966.876142,642.9412922,-1135.580001,214.315097,-14.11187024,0.043105914,1649.212942,588.7367955,-952.1764971,196.2468191,0.015387969,-1.798346878,-0.008884276,-0.599452688,-121.3406587,70.05627985,-15.41113815,1801.054577,-1039.842578,-5.501475193,3.176288062,-371.2034825,-5.037661938,2.908504521,-339.9084044,1.038279283
1956,348.3828338,16.47593645,16.09843426,-0.862520307,5.018548524,-5.423450139,271.456482,259.1595857,0.74394128,25.18582929,29.41381141,4472.499748,4172.063554,-0.641664461,126.3963064,-159.5243396,265.2367799,-14.21082977,82.68528657,-89.35641985,-13.88522646,80.7907735,-87.30905554,-4.328600013,4.677835878,-27.21784769,4370.024331,4269.896865,-234.1367282,12.25712925,1362.317527,414.9601229,-1472.230695,484.6200877,-223.5304054,11.97628979,1300.604956,405.4524171,-1405.539091,473.5163094,3.733505411,-21.72328921,-4.034728437,-25.37000964,-136.5940894,147.6146398,-228.7721088,1331.10365,-1438.498451,-71.31773875,77.07172667,-448.439529,-69.68368275,75.30583337,-438.1647318,23.47594634
1949,384.0201996,18.17823122,17.21940608,3.740845429,7.961362738,-2.065565884,330.4480903,296.5079457,13.99392452,63.38329664,4.266562421,6006.961792,5105.690722,52.34910859,504.6174161,-8.812865778,313.0183452,68.00195317,144.7234927,-37.54833424,64.41513652,137.0899379,-35.56781774,29.78222741,-7.726962695,-16.44471926,5690.119855,5389.989995,1236.155228,254.3847957,2630.817113,1152.196222,-682.5623018,77.5585582,1109.190393,240.967069,2360.60731,1091.422723,-612.4566969,73.46767088,111.4107093,237.1071155,-28.90537308,15.96055053,-130.9223752,33.96765108,1170.953246,2492.052589,-646.5600148,541.3882161,-140.4625145,-298.9359091,512.8322676,-133.0537084,-283.1682988,-61.51715288
1933,386.1054035,18.32667569,15.84284068,-1.607166269,6.068982248,-4.151845586,335.8670417,250.9956007,2.582983418,36.83254553,17.23782177,6155.326347,3976.483312,-4.151283824,223.536065,-71.56877422,290.346603,-29.45401499,111.2242694,-76.08952755,-25.46207915,96.14991882,-65.77702813,-9.753863559,6.672706182,-25.19747716,5321.08803,4599.914972,-539.7941805,47.3374994,2038.371114,675.0181166,-1394.468095,315.9119691,-403.3916632,40.92179475,1523.287845,583.5321505,-1042.094977,273.0960639,15.67608051,-59.19602479,-10.7241483,-27.70404571,-152.9230416,104.6160343,-466.6352668,1762.108379,-1205.474262,-178.7558941,122.2885221,-461.785992,-154.5289063,105.7146209,-399.199616,40.49653536
