year,Loss,pcpn1,pcpn2,pcpn3,pcpn4,pcpn5,pcpn6,pcpn7,pcpn8,pcpn9,pcpn10,pcpn11,pcpn12,dpt1,dpt2,dpt3,dpt4,dpt5,dpt6,dpt7,dpt8,dpt9,dpt10,dpt11,dpt12,tmax1,tmax2,tmax3,tmax4,tmax5,tmax6,tmax7,tmax8,tmax9,tmax10,tmax11,tmax12,tmin1,tmin2,tmin3,tmin4,tmin5,tmin6,tmin7,tmin8,tmin9,tmin10,tmin11,tmin12,vpdmax1,vpdmax2,vpdmax3,vpdmax4,vpdmax5,vpdmax6,vpdmax7,vpdmax8,vpdmax9,vpdmax10,vpdmax11,vpdmax12,vpdmin1,vpdmin2,vpdmin3,vpdmin4,vpdmin5,vpdmin6,vpdmin7,vpdmin8,vpdmin9,vpdmin10,vpdmin11,vpdmin12
1963,249.662702,17.84993947,17.89915876,68.44542815,107.1023639,65.8245653,73.44443844,126.2085872,60.67769424,58.02234885,19.75934865,21.72010321,9.284829679,-15.76709864,-12.99786654,-1.699448509,2.033669811,5.827602949,13.17816853,15.84368199,14.98294012,11.83178204,7.864320417,-1.3617358,-9.426641216,-7.65412002,-3.106697457,9.056353008,17.64154958,20.80879836,29.13386123,29.34554218,27.17361568,24.33449569,23.8231414,9.117270689,0.208087295,-16.67422462,-14.31060095,-1.685805468,3.645638017,7.627467797,14.14147124,15.99919383,14.00488252,10.65847473,9.010892377,-1.534479018,-10.19058731,1.180697246,1.845525459,6.093437524,12.5108534,14.12209528,24.21830829,21.45368039,17.44897575,14.88400343,17.88895886,5.612651749,2.89578128,0.185568383,0.283406584,0.639539488,1.242853477,2.000861591,2.17770075,1.442540706,0.85339696,0.795410963,1.494024576,0.424097493,0.30947592
1927,292.5487512,26.96362288,34.88312761,59.35143217,160.923074,139.9847293,79.18120267,31.3501906,52.34358499,146.2649329,108.0967782,109.1787854,21.43932899,-10.10613204,-4.583885043,-1.267287732,2.761417714,7.129245037,11.09201185,14.87569414,13.01979275,13.04817882,6.019689038,-3.405157134,-8.694628359,-1.735615508,4.524525382,9.945851406,14.30634051,19.1174574,24.75788486,29.42294553,26.62869116,26.30075089,19.70197669,5.416638729,-0.560575135,-10.59343778,-4.05624784,-0.645798957,3.43168625,8.094239986,11.83467501,14.82681256,11.80382364,13.21034785,6.693505553,-3.623079773,-8.811519097,2.001501883,3.503789231,5.974553199,8.079100347,11.20641378,16.96777304,22.89523661,18.77218163,18.1540857,12.69887087,3.634769197,2.147124034,0.596798132,0.742847194,0.872940883,0.985507735,1.158331998,1.134632551,0.482482925,0.009420425,0.802815381,0.965665602,0.653864327,0.627320031
2014,236.3695214,48.82960636,55.8436874,29.32574086,75.60771947,79.34544571,184.2294533,104.5010751,122.4208277,73.94427426,67.20196376,68.28027487,34.44583631,-14.04914797,-14.54790438,-6.809200068,1.089425871,7.907806141,14.56404226,14.31940136,16.78692908,11.2547461,5.108627221,-2.536349777,-9.323127092,-6.047346532,-6.074713176,2.440107267,14.96661437,21.10256513,26.71371048,25.39065632,26.88772705,22.95620693,15.8156922,6.783122928,-1.79173099,-16.55090585,-16.18678256,-7.618247988,1.943389223,9.194131807,15.49513008,14.18540192,16.09880137,10.05215516,4.265998334,-3.05229852,-11.34827812,1.195731623,1.454299388,3.224194971,10.70374022,15.26024498,17.47287141,15.18646023,14.78638442,13.97054334,8.687765327,3.711367688,1.643119151,0.221689833,0.2998017,0.470902368,0.951635374,1.27752657,1.630849488,1.075121073,0.70592835,0.541457166,0.544438685,0.451386599,0.2268481
1964,193.1071013,32.84622885,33.8324473,94.13538386,214.5777728,23.71062582,123.1912331,72.01660276,65.42208252,71.170547,3.726406799,57.43635575,19.83280272,-6.680841529,-6.133540021,-2.343317682,4.629146588,11.13184149,15.10954192,18.19234803,14.87949053,11.59900692,2.194233453,1.752731465,-12.03805527,4.457771268,3.307818665,9.120549424,17.98262733,26.41686063,29.69583868,30.43839569,29.84412485,26.52603633,19.42391846,13.45404345,-2.587174513,-6.76366868,-6.223772028,-1.762053752,6.066126458,12.78122863,16.34185533,18.34080235,15.67359627,12.77003426,3.597132896,1.850163697,-12.23188308,3.951156005,3.229326739,5.431809373,10.88342477,20.64832553,23.16559786,20.76382844,24.13159566,20.55458401,14.95927937,7.291301506,2.254739872,0.613437197,0.387055836,0.664997432,1.558198036,2.604522007,2.562165467,1.61932298,2.242419817,1.889389979,1.227868751,0.673887681,0.313963651
1933,359.6573493,71.74805615,32.32298918,102.9896653,93.63238856,197.3616821,22.82684127,25.60288613,64.28885864,113.2500657,100.7950119,36.81195491,86.37007871,-1.844374508,-7.348643391,-1.456561328,3.393167474,11.77573227,15.42566038,17.1813449,15.87427475,14.58412833,4.608915625,-3.043075841,-5.922579996,8.09435683,3.736639551,9.819447071,16.57146482,23.08172563,33.43495414,33.1361942,30.12328398,30.030827,17.74700768,7.251945668,3.366228592,-1.949900563,-7.886692453,-0.621389634,4.996608505,12.28269225,17.66964046,18.35883164,16.03171381,15.43071201,5.422480879,-3.247936966,-6.534282288,4.760156046,3.821873054,5.856912145,10.08831847,13.35218151,32.92618804,29.88007036,23.53307573,24.66110547,10.85987289,4.620042209,3.253466831,0.641317374,0.508024034,0.905303282,1.397730429,1.057341882,2.899309098,1.896498217,0.866274256,1.415220291,1.052695411,0.675224487,0.53729371
1976,175.8380724,27.64972628,77.5961351,129.3691133,41.29448733,71.73261215,86.33570615,83.91949478,55.63541627,64.07139054,69.05667715,63.86075988,61.22990498,-8.822200204,-1.744993554,2.190592182,4.284691944,6.382148478,13.43317237,16.84248789,15.00344459,9.914555814,2.363589273,3.658365504,-2.961723246,-0.012607597,8.929566484,14.30309471,19.83175056,22.1512267,28.85268718,30.51115934,28.05491842,25.6794346,16.02621141,13.32849474,4.539700475,-9.949478353,-2.096082845,1.792574474,5.568541664,8.330890864,15.4995249,17.36770973,14.80992107,10.84976483,3.363441518,3.148887215,-3.501565355,2.022552318,5.587491107,7.175993583,13.62506888,15.91470705,22.97653378,23.02667931,19.08705369,19.75569259,11.54837254,6.514789697,2.571066867,0.295311785,0.64095593,0.730755104,1.479354149,2.084996026,3.203788065,2.305093876,1.57135096,1.637835913,1.003226663,0.584485046,0.413435251
1981,216.9065702,10.44679849,62.37258345,28.8154256,136.2152245,169.0678068,136.5606932,224.0349864,206.3403951,55.20659865,58.76350979,25.83606817,47.01946181,-9.31487425,-5.709996809,-3.203755432,6.346247797,7.641150329,15.66520579,18.85667542,17.26412355,12.01425783,4.70292585,-1.065818308,-4.694629766,1.011876393,4.865714539,11.10663457,20.59148529,20.42130986,28.6401437,28.86009477,27.33858378,24.63643181,18.21850751,11.23545048,3.960665856,-8.966107341,-6.529961815,-1.560704617,7.932224692,8.785709799,17.00162943,18.54520073,16.7100162,12.34574003,5.938088982,0.090874424,-4.766376779,2.928724687,3.908118785,8.018397962,12.39137601,12.10615339,19.42419202,14.98989525,13.28800701,14.33171402,10.36332543,7.660330786,2.72485745,0.42524209,0.335779166,0.841681523,1.667039089,1.537496613,2.257051039,0.950653902,0.83315306,1.214512803,1.166423108,0.876525764,0.477318737
1967,181.4572265,63.17017077,26.04370023,56.47865975,95.82005951,126.8434054,76.80543107,97.61670305,56.18570311,54.49509776,143.4030455,110.8422595,108.6455729,-6.248748089,-9.134308757,-0.027913967,5.548633151,6.616903882,15.69924858,16.00846741,14.80783451,10.71563406,5.4859188,1.06169312,-4.977467836,4.457058446,1.838588077,10.62155429,18.84012252,21.01778831,28.56337405,28.84684104,27.26381779,24.75120188,18.37929585,12.20284598,3.698467224,-6.085837839,-8.764098078,-0.144751714,6.825502471,8.150956981,16.56426581,15.94696323,14.43235452,10.91513041,6.549849603,1.391917133,-4.58156357,3.875858987,3.285941073,5.950365776,11.62926044,14.10919125,20.09924503,20.584448,18.2887704,17.33615521,11.21291903,6.716869989,3.093551143,0.658546255,0.670883882,0.607936539,1.346925154,1.543186881,1.626856358,1.03589257,0.472686058,0.97439164,1.220236875,0.762360915,0.694875137
1962,190.5328016,76.2835977,42.38676365,77.13717637,35.31595313,130.7694822,86.65452321,149.0391824,49.32452958,53.98567565,69.23101699,76.2324391,53.23726146,-10.67910427,-5.086981456,-2.829297666,1.493972946,13.42681141,15.25303954,17.31865622,15.97077502,11.0051193,8.243545565,1.14817092,-6.074479276,-2.158450449,3.172372915,6.560817238,16.98671892,27.51689918,29.23692497,29.07021209,29.68874442,24.93904357,20.8395923,10.41060533,2.030598395,-11.28305582,-5.577135936,-2.541398993,3.926822309,14.83982932,15.89283141,17.07386658,16.02105379,11.57582633,8.508245228,0.95568955,-6.652998935,1.753471527,2.491617694,4.521250255,12.84996767,19.927802,21.81605854,18.16581662,22.11533742,17.30624732,12.42243209,4.930964705,2.538007961,0.338900867,0.433614132,0.588379285,1.768518927,2.494147521,2.050013775,1.364324374,1.786751179,1.30402854,0.990895517,0.444736928,0.368005038
1968,233.0931617,45.81087988,46.58971343,39.02178487,78.14436077,159.204905,122.5612707,94.63966929,64.62865332,71.89904525,27.64221572,51.96198414,179.8883911,-8.931833188,-10.54511612,-2.070317317,3.363059917,7.726078374,14.94207752,16.87598584,17.56353512,12.32920585,5.782505554,-1.670181037,-2.77904052,-0.257797699,2.158742482,12.66626967,17.92751481,21.2407907,29.30525929,29.78223892,29.57213073,25.58268541,19.34331015,8.297991576,3.758838869,-9.76235751,-8.575460607,-0.712105667,5.071226961,9.393071568,16.38798676,17.75925007,17.91974769,12.55880737,6.449305241,-1.001051935,-3.481738374,2.293114153,3.789553353,8.680519358,11.75002666,13.66467369,22.61548478,21.43632772,20.01882973,17.23616084,12.26169779,4.865644564,2.453918429,0.528339855,0.9500768,1.150935404,1.539673109,1.697907424,2.288480309,1.830028217,1.307507975,0.9727967,1.046169274,0.92152034,0.507447553
1945,238.4506205,17.63501497,39.07100258,125.9076806,118.9697364,125.6502587,154.6708015,43.77333751,79.13915551,186.3004454,43.01227971,32.67721605,33.46799921,-9.234288775,-5.115329347,3.246154319,4.945891309,7.092046735,13.85768881,15.39913958,16.19620849,13.54437211,4.230035885,2.373160841,-8.115799745,-1.045332929,4.556523304,16.797379,17.34636347,19.98237445,25.24610091,29.543447,29.67278834,25.01151153,18.71003292,10.39072023,-0.089443385,-9.311277012,-4.132768141,4.282850429,6.191446092,8.325353853,14.60404051,16.29899033,16.86596435,14.0975799,5.272750068,3.073506507,-8.544663855,1.997582294,3.490627971,10.14812013,10.04036867,12.01408721,14.92130576,22.47817573,21.8602755,15.24737277,12.04057298,4.795886628,2.177010161,0.486931892,0.717369422,1.120001887,1.30597479,1.351781188,1.326345869,1.621298813,1.473579638,1.179983074,1.161546398,0.958671186,0.521921874
1947,297.9322714,53.96636687,4.620282146,60.85253525,154.594464,108.4622394,197.6999374,33.23813698,47.2694109,93.20119657,87.40669958,112.8055136,54.69419304,-5.178154459,-9.882908497,-4.325732534,3.877846351,7.681829629,14.46074553,15.48954426,19.30363722,13.04430767,10.01974112,1.57663275,-2.969021229,4.206835627,0.058326951,5.796109269,16.56144535,21.10521961,26.24991481,29.21262915,34.40102655,26.81096146,23.88411926,12.43783187,7.14438842,-5.086558877,-9.114950885,-3.728515534,5.02986339,9.030744701,15.18397082,16.02184086,21.03543879,13.84996194,10.95197995,1.961326642,-3.009750071,3.316914534,2.649104473,4.037905577,9.557895239,13.09222592,16.0281063,21.47572439,30.53539783,18.9602139,16.17490102,6.427118166,4.388524601,0.570601758,0.711854321,0.750290323,1.144623129,1.449450115,1.337490544,1.358510312,2.756295185,1.426112265,1.295958412,0.707772584,0.592275894
1958,229.9183,39.49227737,14.30273381,24.97889103,65.02503197,55.14899136,209.3588739,230.4834456,84.6968976,59.11426367,22.00565115,72.62326031,105.0334381,-6.792530211,-10.65488551,-2.69144582,3.538619475,7.334461455,13.6330384,17.94889288,17.87832455,12.95038102,5.482610817,0.275190726,-2.658733007,1.502862242,-0.030357956,6.158352125,17.94076644,24.35173226,25.61036664,27.95739266,29.61556789,25.97473594,20.71095889,10.09565044,6.935011469,-6.363810355,-10.51096024,-1.610608598,5.226504301,9.704952835,13.50290406,17.8065419,17.54321435,13.27774942,6.705349999,0.340225,-2.704716778,2.62777583,3.088119166,4.243685902,12.31995635,19.99957673,16.11376339,16.24167838,19.89408488,18.23077059,15.36523351,5.118654319,4.284611862,0.412348725,0.401024222,0.501108381,1.307383858,2.208273987,1.252875048,1.100360015,1.018673493,1.175644312,1.303274258,0.485511067,0.508178998
1994,184.5296366,46.2836059,26.55616845,33.04616582,194.0080292,76.25844533,75.45573523,49.94553618,75.98260643,60.40579151,60.62703801,98.61849539,36.81969968,-9.957016294,-7.782544568,-2.342386429,3.080030155,7.022936586,16.04174584,17.23176125,15.92388956,12.02501329,6.575885105,-0.563054465,-4.372622981,-2.494739591,1.973264778,10.58988768,18.00327758,22.95372797,30.05760353,29.56518143,27.84173633,25.15346293,19.96410796,8.88580829,2.92093672,-11.0348676,-8.726581163,-1.715570608,4.541534757,8.520852469,16.78888623,16.74809485,14.69347807,11.57455732,7.192132,-0.65199294,-4.210163381,1.494123043,3.217049794,7.224923416,12.02800942,17.33764074,22.47691311,19.73983906,16.99784611,17.77055168,12.86816746,4.776773502,2.494322726,0.267428381,0.415274599,0.607568166,1.495994062,1.688744753,1.332724239,0.636704325,0.402533659,0.386713573,0.912082953,0.518674287,0.387571866
2009,214.2137073,16.97554533,55.06020295,85.13023828,145.5648836,142.398649,141.6947805,104.4547623,105.3191802,47.66167429,248.7740068,23.61606125,121.976153,-11.30038461,-5.047380142,-0.947957973,3.58950697,9.431426675,15.6792832,15.14239098,16.27469016,12.88070053,5.546862495,-1.156209466,-6.642011051,-2.726765698,4.732755383,11.99981515,15.92720017,22.8475677,28.14804225,25.93100527,26.7369768,24.24899135,14.38758123,9.630205346,1.765830783,-12.04431594,-6.374495122,-0.825878075,4.499510983,11.03037632,16.70280567,15.79740441,15.68539295,12.36837339,5.397832253,-0.789941498,-8.710231119,1.852497363,3.593208163,8.255489759,10.16885668,15.66841133,19.72201286,15.48866211,15.39874978,14.52366925,6.517383899,6.415950967,1.912633286,0.287385831,0.344386051,0.697199136,0.96810526,1.278095036,1.424623343,1.067503263,0.761029417,0.565931097,0.514971258,0.543689475,0.254438873
2016,204.8233904,24.63513207,25.00286638,96.50212375,66.78004432,126.810244,85.55749595,198.3544718,162.3402347,92.32025739,48.58296281,115.674925,191.7894333,-6.541760966,-3.992815853,2.97642225,4.588532818,9.423383317,16.111015,19.34010271,19.71348898,15.42527223,9.865610162,2.989057819,2.184820155,0.938711866,5.419210955,13.81003182,17.74482975,22.37345777,29.96830395,28.81044171,29.09017214,27.8444639,21.58618054,13.48809711,8.775337657,-7.879567329,-4.361524733,2.589843223,5.048458172,10.89202827,17.42554579,18.73390498,19.06675958,15.78012817,9.384166141,2.068180465,0.874497579,2.271502965,4.511019624,7.71415178,12.35047983,15.24488417,23.75837451,15.0590941,14.86116543,19.38762272,12.61531424,7.537348778,3.295276097,0.361740099,0.454419193,0.673403687,1.028805718,1.129625157,2.04562429,0.400766801,0.42017359,0.842811039,0.742958746,0.568625891,0.284242985
1983,374.9101848,15.40010932,25.89052914,77.74903199,105.2513945,136.0059233,128.9643858,46.03087371,57.74156036,26.34677553,168.6628246,112.2440839,125.2349511,-5.498120699,-3.319992573,0.291424448,2.686449417,8.368380774,14.64615784,18.73801429,18.53135667,12.08435809,7.043930684,1.698072247,0.579224516,1.693021527,5.969882684,10.15713807,13.92062656,20.99440196,28.81426338,32.71471726,32.64313102,27.70903434,19.58952039,11.00365598,7.961436032,-4.842931326,-3.178537998,0.300946463,3.643184494,9.618524803,16.11199849,19.52967366,19.28008038,12.75497148,7.625017128,1.560139927,0.242026803,2.114730405,3.847976526,5.748563458,7.750269142,11.6381602,21.02345004,24.69537913,23.97287841,21.86311277,11.78550065,4.729433912,2.616067022,0.397166713,0.457357766,0.344101531,0.804944173,1.446810792,2.241886559,2.382576021,2.038214231,1.75796461,1.067682193,0.617583588,0.349636568
1935,248.0414268,49.58751821,24.50926316,85.04173798,55.44985191,202.8435039,117.0307053,86.21861598,48.94880051,88.24851303,43.44164123,134.4821337,50.76387474,-6.091526448,-3.748349159,2.048074481,3.569182695,8.558735279,14.05507648,18.86357785,17.82022068,11.64109831,6.037825003,2.996945716,-5.458263667,3.886174335,5.449915661,14.47807279,15.36506375,19.93457734,26.24793737,32.24303836,30.45559045,26.55064881,19.57445531,13.15996703,2.004513086,-5.41661418,-3.166201187,3.465446503,4.462815317,9.024875203,14.54791596,19.64626247,18.02056628,12.12198401,7.13661186,3.002439446,-5.333169632,3.568932885,3.734757281,8.495065395,8.652438913,11.16059582,16.92972395,25.22061507,21.9443191,19.85170787,12.3651469,6.762102971,2.429930687,0.766342623,0.815108822,1.216582917,1.087847399,0.970037559,1.109742542,1.5027494,0.874104153,1.071168883,1.208972875,0.841497327,0.652682101
1984,269.7158483,15.74351934,65.4408982,77.59890792,137.9047634,119.6518583,15.88282275,87.41299035,32.75811519,118.1906826,81.42497976,119.9375156,120.9363737,-8.930845934,-2.453229978,-3.747082346,4.423615934,8.230261304,15.68681934,16.0152182,17.41198631,11.82109265,9.875311473,3.316134255,-10.23159258,-1.296508137,7.196892235,4.336623373,15.21334865,21.83636374,31.15872784,29.72907689,30.9205246,25.05558084,20.79988946,12.29362304,-3.788016599,-9.814020273,-2.404491593,-3.569788823,5.065967547,9.138399656,18.04292892,16.43970184,16.91505651,11.8704329,9.83851991,2.581908487,-11.17049881,1.603896035,4.185337335,2.810261942,7.910254539,12.96491933,24.60111311,20.97376121,21.28507217,15.77313105,9.669829103,4.777266673,1.005723021,0.204454729,0.518379978,0.401481098,0.960617459,1.439049638,3.617057391,1.353382779,0.655956152,1.087749996,0.727846733,0.263668262,0.122422768
1963,139.1016671,16.09229183,17.9708432,160.3225461,74.20667848,48.16065629,55.3738378,120.3751005,103.3070579,10.19762672,21.99263224,41.64852762,19.51470604,-12.50232361,-10.49433518,0.613827702,4.117826677,8.860948715,14.74942105,17.17960134,16.40471563,12.19055042,7.326687026,0.348846396,-7.302520965,-2.763557664,0.487965875,12.8496327,20.79020358,23.38692629,30.66506366,30.0960513,28.01926748,27.14882119,26.13125314,11.06348323,2.849049254,-11.92182411,-11.47490872,1.122460297,6.346962689,9.717972021,15.13902177,17.18860068,15.39992556,11.9318608,9.514249958,0.673068058,-8.079974624,2.070959431,2.976438937,8.056279073,15.4226395,15.90679368,26.73576884,21.48508521,17.40172693,20.06056803,22.85011958,6.273661235,3.750492825,0.410665216,0.363603751,0.891765383,1.822724336,1.712758957,2.085901784,1.556064095,1.105254223,1.190849835,2.066583478,0.586742369,0.369105753
1946,208.5523221,38.29717877,62.92207019,59.86101053,45.88921773,183.3797691,125.9860408,95.68959147,95.7218414,39.69842309,84.3561282,78.1099572,58.60121188,-5.677202032,-4.621108681,3.897465151,4.733144796,9.396462552,14.7397447,16.82352219,15.58010718,11.43181727,6.878036708,0.922138122,-7.809530095,4.014971608,6.982673492,18.07202836,19.84978448,20.95308221,28.99080131,31.21948746,27.52760845,26.84578995,23.57884437,11.04943689,0.110742101,-6.045365224,-3.808059544,5.738550935,6.485608628,10.31125407,16.31288122,17.4266511,15.06325399,11.73800266,8.086899422,0.866887947,-8.191530189,3.27159315,4.803853168,11.40443285,13.60503218,11.69659265,21.72784746,25.10333315,17.71634717,20.45008982,17.86095543,5.759327024,2.170014777,0.480692235,0.728334017,1.383048259,1.515026253,1.164723398,2.13221046,1.461851386,0.427733965,1.196846457,1.391952364,0.651395147,0.476142969
1953,271.5540354,47.76529283,43.90261567,152.5156008,60.21870054,85.27403265,84.53131971,99.70890833,20.67935625,23.82575973,44.32362974,76.19697172,46.85350105,-3.323720719,-3.917331381,0.130925583,2.353668844,11.20393872,16.40501008,17.28740148,15.2408774,9.022473525,5.194743847,-0.389565254,-2.404865033,4.265909914,8.381412631,11.16527419,15.64820302,24.48911432,32.42862573,31.39285236,31.5339732,29.72175203,23.57676613,12.21043269,4.988282183,-3.290530643,-3.187942605,0.286648583,3.533996318,11.29607489,18.27463482,18.24066013,16.29821278,11.62476895,7.153306084,0.791068464,-2.326996223,2.506612118,5.276992491,6.402173617,9.726412265,15.94940775,28.35754661,24.70315288,27.76058623,29.86937137,20.48466831,7.754802188,2.767149619,0.415744626,0.558656091,0.480992992,0.967941615,1.18877949,3.077959174,1.659576987,1.697060523,2.658756091,1.754729899,0.852366758,0.266339654
1949,252.524045,180.9754985,79.1882423,61.68171915,49.09858966,98.19302425,93.57608965,107.9696601,70.56057272,63.73064351,183.6326099,95.91030434,78.05402527,-4.04158419,-4.126858611,-1.112139496,2.727531293,10.37020984,16.67326409,20.08990018,17.27138551,9.274095255,8.693878803,3.123357457,-3.035494556,4.28143521,5.754041671,10.76155341,17.5845924,25.5670922,29.66556637,31.98108532,29.54902799,23.80122164,21.10946625,12.79123824,6.409103591,-4.083596168,-3.918794101,-0.444571789,4.33569477,11.43372539,17.82153626,20.69425689,17.15764261,9.943701069,9.2818293,2.803392944,-3.001869319,2.382970974,3.205808437,6.648104663,11.9328573,18.23153308,20.24064282,21.54967916,19.21968734,16.14472726,11.73964447,5.730201815,3.860898148,0.365500501,0.48970479,0.696475676,1.193100439,1.836153377,1.679657484,1.27081989,0.821076684,1.062707849,0.939618921,0.48909181,0.379905017
1973,199.0820454,31.3752492,14.70804123,161.387555,128.4085022,71.92856014,207.0402722,172.732582,56.38389403,66.79758496,67.46953916,132.0083144,117.3570257,-5.885746947,-4.852158218,4.145369975,5.028491987,8.330198302,16.33021824,18.12802537,18.21606495,14.90707712,9.531388053,1.134835721,-4.663526894,3.656926157,5.263276521,14.48080609,16.26508795,21.65530345,29.14791911,30.63154161,29.70939471,26.54848315,22.35343348,7.002203112,2.139354074,-5.140076948,-4.392283067,4.556505018,5.856931234,9.287843016,16.80309018,18.87612273,18.02326339,15.13808582,9.831022059,0.912342893,-5.146048594,3.180219627,3.86957594,7.142315556,8.877210304,13.03139824,19.86878149,20.39510448,18.67477925,16.11834681,13.56377572,2.783389608,2.190652452,0.642583621,0.637637389,0.921421893,1.312870691,1.480645129,1.934917635,2.135903743,1.485154516,1.268533729,1.033388246,0.579978034,0.449708104
1937,194.7602561,137.964828,39.53344388,21.96448373,133.28535,70.29076474,157.6320693,97.58886908,65.07723449,84.76914506,121.8805466,82.04777378,76.40642228,-5.374682298,-5.944446597,-3.123492828,4.114048878,10.27284351,15.43860201,16.79494918,18.01709662,10.96190033,5.515662473,-1.633132424,-2.763847837,3.691432872,3.196788868,8.712463646,16.81823488,24.05005425,27.86958731,30.45625901,31.60893856,26.00655858,17.12615284,9.474750564,6.341568471,-6.06079594,-5.655217152,-1.912965572,4.873357894,11.18219146,15.98907398,17.01107018,18.28152047,11.48808318,5.769513832,-1.6262687,-3.056707431,3.263586968,3.155724628,5.632686647,9.971514923,16.23240503,18.78874782,23.13666148,24.62295036,19.34498624,9.559305228,5.665515296,3.938465233,0.487863631,0.663961867,0.970625082,1.049455822,1.290700168,1.151187389,0.810185174,0.902000374,1.043625715,0.847366577,0.870871362,0.661234383
2009,244.1370079,22.5850661,79.80023819,55.58845395,173.2961977,167.0467213,181.5013878,104.7145429,105.6213822,20.64406806,194.9707736,36.64495629,137.4352721,-10.53069757,-4.624048986,-0.502174446,4.111621369,10.05406857,16.05433662,15.34978647,16.39792056,12.94020943,5.605773113,-0.90358853,-5.769068251,-2.018789919,5.336423208,12.70367344,16.38509122,22.94985492,28.49257102,26.26226541,27.29364034,24.79686104,15.15755068,9.754163418,2.500982545,-11.00442179,-5.660347386,0.258602062,5.381910986,11.5893801,17.50796046,16.36657028,16.03538586,12.97085198,5.580353636,-0.11137633,-7.302344946,1.885815269,3.67435752,8.717533348,10.41646241,14.92039995,20.06254765,15.81899038,16.34141057,15.33345044,7.313425584,6.436551805,2.029911199,0.31311598,0.402509303,0.961330556,1.315761105,1.347037078,1.81320424,1.478009663,0.894145913,0.818289203,0.56079678,0.705890587,0.298248755
1983,309.5839431,17.02340504,23.24732162,72.81719769,109.2464865,118.6293405,106.6818438,59.06936609,65.13267797,29.00083515,158.037397,93.22821431,144.0846341,-5.49798413,-3.442327867,0.032894456,2.521726587,8.38453414,14.46186161,18.64249011,18.45631285,11.6783289,6.684561963,1.942746759,0.609177857,2.03398126,6.391734269,10.7911679,13.83867265,21.09625308,28.67926545,32.56341169,32.51961083,27.29415885,19.46784251,11.49945803,8.498444038,-4.663628804,-3.182616438,0.596965624,3.864433911,9.750928888,16.1408062,19.82613459,19.53281874,13.07816688,7.927962083,2.103028032,0.525322497,2.498224657,4.417054737,6.750232345,7.873248545,11.81720366,21.16227121,24.3486821,23.67684445,21.42277501,11.84754816,5.404789109,3.378531836,0.549446803,0.57158032,0.699509227,1.118795758,1.572426048,2.380802373,2.700469841,2.358007125,2.183262895,1.477652068,0.929922947,0.662618472
1945,285.749019,18.36345759,54.40811906,194.310623,116.6952633,121.8283985,200.2611364,57.42272589,100.3360898,163.9281743,63.68251061,49.40435275,36.53151935,-8.379398121,-4.407138711,4.380841941,5.742984899,7.825194068,14.25218346,15.70072128,16.22953881,13.96611585,4.842226056,2.522194375,-7.245563743,0.131014874,5.804615525,17.38647219,17.71313926,20.56644237,26.07608835,30.00924655,29.78643423,25.71756026,19.0645762,10.86802769,0.723578566,-8.266982998,-3.910457855,5.042452802,6.529499375,8.805721806,15.08907253,16.47142473,16.74791835,14.6837255,5.334659572,2.944001514,-7.941628892,2.201259589,3.808643928,10.10201208,9.893946174,12.13928021,15.84637646,23.05377737,21.91238036,16.22028111,12.12418531,5.278206092,2.229144519,0.477436024,0.571795502,0.982354427,1.139328938,1.283387439,1.40689223,1.55149001,1.466411529,1.323567374,0.980324274,0.762604503,0.398049074
1972,232.4927393,27.12129673,22.81539671,47.48471672,173.0037379,56.77201159,70.83885516,60.61233279,112.6018265,155.0062292,58.45125149,27.11968047,157.4002015,-8.280840406,-6.846949887,-1.729196192,4.161806219,10.48716381,12.70124514,17.58162719,18.00607593,15.20456539,5.610702131,0.736651589,-0.186309898,2.485905575,3.916137895,11.45462353,17.07907854,25.56396647,27.38721561,29.7911294,29.25282836,26.49673775,16.63820412,12.61182392,7.963634506,-8.112736648,-7.001706567,-0.639379337,4.944305475,11.62435796,13.61786261,17.99041838,17.32120997,15.19728053,6.049668445,1.344527827,-0.31294627,3.357827701,3.732077698,7.289780417,10.20926378,19.06513884,20.318001,20.54141894,18.36496179,15.91643402,8.92396452,7.449911591,3.871430887,0.666749644,0.55301765,1.005112569,1.103617001,1.700392657,1.730513228,1.340318732,0.602856594,0.917851002,0.894805356,0.910804322,0.570354743
1954,302.9138509,57.06855896,48.25971258,51.02609678,78.34161569,66.31137592,57.07957584,72.22976752,105.6432466,32.24078337,132.1330298,23.45308356,33.04636313,-5.526045195,-1.611654196,-2.896153642,6.816726983,6.568541233,16.05333669,16.25587893,17.69058919,12.24550502,8.195326972,-0.527681791,-4.393487267,4.493551148,10.05703547,9.439604753,20.78266159,21.78664604,31.81558134,34.16307149,30.50781789,29.77111356,20.00747004,13.39050866,6.063381739,-5.522579694,-0.838428368,-2.09771106,7.246498405,8.302598584,18.05270756,18.70983679,18.16265946,13.95262796,8.269144763,1.017667375,-4.237427482,3.132025079,5.886828605,6.192944196,12.76210906,15.18181227,28.11527415,34.06542151,21.93883871,27.57075408,11.11804978,9.355254403,4.086573191,0.442513427,0.649086349,0.565258393,0.974779559,1.465694693,3.050321366,3.239228867,0.980298215,2.14160719,0.694868157,0.973309728,0.440149619
